1.178.141.160    #AS12975   1.178.128.0/20     PS   PALTEL-AS - Palestine Telecommunications Company (PALTEL), PS
91.199.236.33    #AS61349   91.199.236.0/24    NL   MAXITEL - MaxiTEL Telecom B.V., NL
91.202.165.146   #AS9122    91.202.164.0/23    RU   TECHNOELECTROSERVIS-AS - Technoelektroservis Ltd., RU
91.208.197.218   #AS200019  91.208.197.0/24    MD   AlexHost - ALEXHOST SRL, MD
92.63.197.197    #AS211736  92.63.197.0/24     RU   FDN3 - FOP Dmytro Nedilskyi, UA
92.118.39.57     #AS47890   92.118.39.0/24     RO   UNMANAGED-DEDICATED-SERVERS - UNMANAGED LTD, GB
92.118.39.74     #AS47890   92.118.39.0/24     RO   UNMANAGED-DEDICATED-SERVERS - UNMANAGED LTD, GB
92.118.39.86     #AS47890   92.118.39.0/24     RO   UNMANAGED-DEDICATED-SERVERS - UNMANAGED LTD, GB
93.174.93.12     #AS202425  93.174.93.0/24     NL   INT-NETWORK - IP Volume inc, SC
94.156.152.234   #AS214209  94.156.152.0/24    BG   INTERNET-MAGNATE - Internet Magnate (Pty) Ltd, ZA
94.183.232.247   #AS56971   94.183.232.0/24    AE   AS56971 - CGI GLOBAL LIMITED, HK
94.243.15.153    #AS8359    94.243.8.0/21      RU   MTS - MTS PJSC, RU
95.85.238.22     #AS205775  95.85.238.0/24     CZ   neoncorenetworks - NEON CORE NETWORK LLC, US
95.111.199.201   #AS202053  95.111.192.0/21    FI   UPCLOUD - UpCloud Ltd, FI
95.111.235.234   #AS51167   95.111.234.0/23    DE   CONTABO - Contabo GmbH, DE
95.214.55.226    #AS201814  95.214.54.0/23     PL   Mevspace - MEVSPACE sp. z o.o., PL
98.90.43.197     #AS14618   98.88.0.0/13       US   AMAZON-AES - Amazon.com, Inc., US
100.27.169.19    #AS14618   100.24.0.0/13      US   AMAZON-AES - Amazon.com, Inc., US
100.28.153.226   #AS14618   100.24.0.0/13      US   AMAZON-AES - Amazon.com, Inc., US
100.28.191.174   #AS14618   100.24.0.0/13      US   AMAZON-AES - Amazon.com, Inc., US
100.29.192.68    #AS14618   100.24.0.0/13      US   AMAZON-AES - Amazon.com, Inc., US
100.49.117.77    #AS14618   100.48.0.0/12      US   AMAZON-AES - Amazon.com, Inc., US
101.47.8.187     #AS150436  101.47.8.0/21      SG   BYTEPLUS-AS-AP - Byteplus Pte. Ltd., SG
103.74.21.192    #AS139879  103.74.21.0/24     PK   GALAXY-AS-AP - Galaxy Broadband, PK
103.101.203.155  #AS36007   103.101.203.0/24   US   KAMATERA - Kamatera, Inc., US
103.108.201.51   #AS136101  103.108.201.0/24   ID   IDNIC-BANDUNG-AS-ID - Pemerintah Kota Bandung, ID
103.114.155.82   #AS140641  103.114.152.0/22   IN   YOTTA - YOTTA NETWORK SERVICES PRIVATE LIMITED, IN
103.118.28.17    #AS151858  103.118.28.0/23    VN   INTERDIGI-VN - INTERDIGI JOINT STOCK COMPANY, VN
103.130.215.8    #AS135953  103.130.215.0/24   VN   BKHOST-AS-VN - Vietnam Online Network Solution Joint Stock Compnay, VN
103.134.0.43     #AS138590  103.134.0.0/24     PK   PRIMENETWORKS-AS-AP - Prime Networks, PK
103.143.10.79    #AS138152  103.143.10.0/24    HK   YISUCLOUDLTD-HK - YISU CLOUD LTD, HK
103.163.118.148  #AS140791  103.163.118.0/23   VN   BKH-AS-VN - BKHOST TECHNOLOGY VIETNAM JOINT STOCK COMPANY, VN
103.171.168.137  #AS134922  103.171.168.0/23   IN   RGTECHNOSOLUTIONS-AS - R G TECHNOSOLUTIONS PVT LTD, IN
103.173.7.229    #AS142647  103.173.7.0/24     PK   NAN-AS-AP - Nasstec Airnet Networks Private Limited, PK
103.199.6.141    #AS56155   103.199.6.0/24     VN   TMASOLUTIONS-AS-VN - Tuong Minh Software Solutions Company Limited, VN
103.199.123.212  #AS132934  103.199.120.0/22   IN   SKYMAX-AS - Skymax Broadband Services Pvt. Ltd., IN
103.203.56.0     #AS136180  103.203.56.0/24    CN   IPIP-CN - Beijing Tiantexin Tech. Co., Ltd., CN
103.203.57.3     #AS136180  103.203.57.0/24    CN   IPIP-CN - Beijing Tiantexin Tech. Co., Ltd., CN
103.235.18.111   #AS147002  103.235.18.0/24    HK   VMSHELL-AS-AP - VMShell Inc., HK
103.252.90.129   #AS44486   103.252.88.0/22    DE   SYNLINQ - Oliver Horscht is trading as _SYNLINQ_, DE
104.197.76.172   #AS396982  104.197.64.0/20    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
104.243.35.45    #AS23470   104.243.35.0/24    US   RELIABLESITE - ReliableSite.Net LLC, US
104.244.77.108   #AS53667   104.244.77.0/24    US   PONYNET - FranTech Solutions, US
104.244.79.113   #AS53667   104.244.79.0/24    US   PONYNET - FranTech Solutions, US
104.251.181.72   #AS402253  104.251.180.0/22   KN   SKN-NETWORK-1 - SKN Subnet & Telecom Ltd, KN
104.253.124.2    #AS153706  104.253.124.0/24   US   STACKNETWORK-AS-AP - Stack Network Sdn. Bhd., MY
107.150.103.20   #AS135377  107.150.96.0/21    US   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
107.150.103.151  #AS135377  107.150.96.0/21    US   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
107.150.110.170  #AS135377  107.150.104.0/21   US   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
107.170.69.228   #AS14061   107.170.0.0/17     US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
108.167.175.44   #AS19871   108.167.174.0/23   US   NETWORK-SOLUTIONS-HOSTING - Network Solutions, LLC, US
108.170.28.178   #AS20454   108.170.0.0/18     US   SSASN2 - SECURED SERVERS LLC, US
109.105.210.59   #AS21859   109.105.210.0/24   PT   ZEN-ECN - Zenlayer Inc, US
109.105.210.100  #AS21859   109.105.210.0/24   PT   ZEN-ECN - Zenlayer Inc, US
109.105.210.102  #AS21859   109.105.210.0/24   PT   ZEN-ECN - Zenlayer Inc, US
109.105.210.104  #AS21859   109.105.210.0/24   PT   ZEN-ECN - Zenlayer Inc, US
109.199.106.136  #AS51167   109.199.96.0/20    DE   CONTABO - Contabo GmbH, DE
110.35.80.116    #AS17727   110.35.80.0/24     ID   NAPINFO-AS-AP - PT. NAP Info Lintas Nusa, ID
112.46.213.201   #AS9808    112.46.128.0/17    CN   CHINAMOBILE-CN - China Mobile Communications Group Co., Ltd., CN
112.51.27.82     #AS9808    112.51.16.0/20     CN   CHINAMOBILE-CN - China Mobile Communications Group Co., Ltd., CN
112.163.33.13    #AS4766    112.160.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
112.235.40.36    #AS4837    112.224.0.0/11     CN   CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
113.130.247.71   #AS9845    113.130.240.0/21   KR   CJCKN-AS-KR-KR - LG HelloVision Corp., KR
113.200.100.18   #AS4837    113.200.0.0/15     CN   CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
113.240.236.248  #AS4134    113.240.0.0/13     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
114.55.166.158   #AS37963   114.55.128.0/17    CN   ALIBABA-CN-NET - Hangzhou Alibaba Advertising Co.,Ltd., CN
115.68.52.152    #AS38700   115.68.0.0/17      KR   SMILESERV-AS-KR-KR - SMILESERV, KR
115.179.102.180  #AS2519    115.179.0.0/16     JP   VECTANT - ARTERIA Networks Corporation, JP
115.231.78.10    #AS58461   115.231.78.0/24    CN   CT-HangZhou-IDC - No.288,Fu-chun Road, CN
116.204.175.230  #AS132420  116.204.172.0/22   IN   E2E-NETWORKS-IN - 282, Sector 19, IN
117.175.140.121  #AS9808    117.175.128.0/20   CN   CHINAMOBILE-CN - China Mobile Communications Group Co., Ltd., CN
117.232.85.78    #AS9829    117.232.80.0/20    IN   BSNL-NIB - National Internet Backbone, IN
118.123.1.39     #AS4134    118.120.0.0/14     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
118.145.104.105  #AS137718  118.145.104.0/21   CN   VOLCANO-ENGINE - Beijing Volcano Engine Technology Co., Ltd., CN
118.145.245.82   #AS137718  118.145.240.0/21   CN   VOLCANO-ENGINE - Beijing Volcano Engine Technology Co., Ltd., CN
120.48.75.127    #AS38365   120.48.64.0/19     CN   Baidu - Beijing Baidu Netcom Science and Technology Co., Ltd., CN
120.48.152.13    #AS38365   120.48.128.0/19    CN   Baidu - Beijing Baidu Netcom Science and Technology Co., Ltd., CN
121.136.122.120  #AS4766    121.136.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
121.144.129.144  #AS4766    121.144.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
121.166.8.241    #AS4766    121.160.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
121.175.209.160  #AS4766    121.168.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
123.154.2.105    #AS4837    123.154.0.0/16     CN   CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
123.159.100.189  #AS4837    123.159.0.0/16     CN   CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
124.90.52.198    #AS4837    124.90.0.0/15      CN   CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
124.198.131.76   #AS210558  124.198.131.0/24   NL   services-1337-gmbh - 1337 Services GmbH, DE
125.77.175.2     #AS133776  125.77.160.0/20    CN   CHINATELECOM-Fujian-Quanzhou-IDC1 - Quanzhou, CN
128.24.160.229   #AS8075    128.24.0.0/16      GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
128.24.161.86    #AS8075    128.24.0.0/16      GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
128.173.237.5    #AS1312    128.173.0.0/16     US   VA-TECH-AS - Virginia Polytechnic Institute and State Univ., US
128.203.200.235  #AS8075    128.203.0.0/16     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
129.121.75.86    #AS31898   129.121.72.0/22    US   ORACLE-BMC-31898 - Oracle Corporation, US
129.146.86.255   #AS31898   129.146.80.0/21    US   ORACLE-BMC-31898 - Oracle Corporation, US
130.12.180.52    #AS202412  130.12.180.0/24    US   OMEGATECH-AS - Omegatech LTD, SC
130.12.180.77    #AS202412  130.12.180.0/24    US   OMEGATECH-AS - Omegatech LTD, SC
130.12.180.196   #AS202412  130.12.180.0/24    US   OMEGATECH-AS - Omegatech LTD, SC
130.49.181.91    #AS212913  130.49.181.0/24    RU   TIMEHOST-AS - TIME-HOST LTD, GB
130.49.189.41    #AS215540  130.49.189.0/24    RU   GCS-AS - GLOBAL CONNECTIVITY SOLUTIONS LLP, GB
130.131.201.26   #AS8075    130.131.0.0/16     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.185.72.228   #AS60631   130.185.72.0/24    IR   PARVASYSTEM - Vandad Vira Hooman LLC, IR
130.211.68.11    #AS396982  130.211.64.0/19    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
130.226.254.28   #AS1835    130.226.0.0/16     DK   FSKNET-DK - IDDQD-AS, EU
131.159.24.205   #AS209335  131.159.0.0/16     DE   TUM-RBG - Technical University of Munich, DE
134.122.22.130   #AS14061   134.122.16.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
134.122.204.64   #AS152194  134.122.204.0/24   SG   CTGSERVERLIMITED-AS-AP - CTG Server Limited, HK
134.199.167.175  #AS14061   134.199.160.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
135.119.27.130   #AS8075    135.119.0.0/16     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.73.164   #AS8075    135.119.0.0/16     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.96.82    #AS8075    135.119.0.0/16     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.208.119  #AS8075    135.232.0.0/14     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.232.51   #AS8075    135.232.0.0/14     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.237.125.92   #AS8075    135.236.0.0/15     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.237.125.122  #AS8075    135.236.0.0/15     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.237.125.155  #AS8075    135.236.0.0/15     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.237.127.171  #AS8075    135.236.0.0/15     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
136.117.92.142   #AS396982  136.117.0.0/17     US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
137.184.4.108    #AS14061   137.184.0.0/20     US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
137.184.69.130   #AS14061   137.184.64.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
137.184.108.76   #AS14061   137.184.96.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
138.124.242.51   #AS207567  138.124.242.0/24   CH   INTEZIONET-AS - Intezio Worldwide Limited, GB
138.197.17.221   #AS14061   138.197.16.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
138.197.42.19    #AS14061   138.197.32.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
138.246.253.24   #AS12816   138.246.0.0/16     DE   MWN-AS - Leibniz-Rechenzentrum, DE
139.55.248.73    #AS7029    139.55.248.0/24    US   WINDSTREAM - Windstream Communications LLC, US
139.59.72.182    #AS14061   139.59.64.0/20     SG   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
139.135.42.149   #AS9541    139.135.42.0/24    PK   CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK
139.170.73.204   #AS4837    139.170.0.0/16     CN   CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
139.226.100.109  #AS17621   139.226.96.0/19    CN   CNCGROUP-SH - China Unicom Shanghai network, CN
139.227.100.253  #AS17621   139.227.0.0/16     CN   CNCGROUP-SH - China Unicom Shanghai network, CN
141.11.88.106    #AS198364  141.11.88.0/24     FR   BANATSYNC-SRL - BANATSYNC SRL, RO
141.11.88.114    #AS198364  141.11.88.0/24     FR   BANATSYNC-SRL - BANATSYNC SRL, RO
141.98.83.48     #AS209588  141.98.83.0/24     PA   FLYSERVERS-ASN - Flyservers S.A., PA
142.93.252.40    #AS14061   142.93.240.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
142.248.151.237  #AS49304   142.248.151.0/24   US   SAKURA-AS - SAKURA LINK LIMITED, HK
143.20.49.38     #AS150249  143.20.49.0/24     US   IDNIC-ATHARVA-AS-ID - PT Atharva Telematika Persada, ID
143.42.1.44      #AS63949   143.42.0.0/21      US   AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
143.42.1.191     #AS63949   143.42.0.0/21      US   AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
143.95.214.92    #AS31898   143.95.208.0/21    US   ORACLE-BMC-31898 - Oracle Corporation, US
143.110.215.241  #AS14061   143.110.208.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
143.110.221.217  #AS14061   143.110.208.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
143.198.35.246   #AS14061   143.198.32.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
143.198.209.220  #AS14061   143.198.208.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
143.244.166.149  #AS14061   143.244.160.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
144.91.116.179   #AS51167   144.91.116.0/23    DE   CONTABO - Contabo GmbH, DE
144.202.92.17    #AS20473   144.202.80.0/20    US   AS-VULTR - The Constant Company, LLC, US
146.190.21.73    #AS14061   146.190.16.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
146.190.26.169   #AS14061   146.190.16.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
146.190.75.92    #AS14061   146.190.64.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
146.190.95.179   #AS14061   146.190.80.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
147.182.132.113  #AS14061   147.182.128.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
147.185.132.33   #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.52   #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.60   #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.76   #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.87   #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.174  #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.231  #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.237  #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.243  #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.249  #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
148.72.141.89    #AS30083   148.72.141.0/24    DE   AS-30083-US-VELIA-NET - velia.net, DE
148.72.207.188   #AS26496   148.72.206.0/23    US   AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC, US
151.241.122.63   #AS174     151.241.122.0/24   AE   COGENT-174 - Cogent Communications, LLC, US
151.243.11.35    #AS209630  151.243.11.0/24    AE   KREDIT-AS - LLC VASH KREDIT BANK, UA
151.243.11.245   #AS209630  151.243.11.0/24    AE   KREDIT-AS - LLC VASH KREDIT BANK, UA
151.243.11.248   #AS209630  151.243.11.0/24    AE   KREDIT-AS - LLC VASH KREDIT BANK, UA
151.243.150.23   #AS209413  151.243.150.0/24   AE   DEDIK-CH - DEDIK SERVICES LIMITED, GB
152.32.148.140   #AS135377  152.32.148.0/24    HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
152.32.157.7     #AS135377  152.32.157.0/24    HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
152.42.131.7     #AS14061   152.42.128.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
152.42.148.252   #AS14061   152.42.148.0/22    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
152.42.172.48    #AS14061   152.42.160.0/19    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
153.75.91.100    #AS14956   153.75.91.0/24     AE   ROUTERHOSTING - RouterHosting LLC, US
153.117.9.182    #AS9541    153.117.9.0/24     PK   CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK
153.117.15.145   #AS9541    153.117.15.0/24    PK   CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK
153.117.37.130   #AS9541    153.117.37.0/24    PK   CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK
153.246.202.187  #AS4713    153.240.0.0/13     JP   OCN - NTT DOCOMO BUSINESS,Inc., JP
154.83.197.81    #AS135377  154.83.197.0/24    SC   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
154.83.197.121   #AS135377  154.83.197.0/24    SC   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
156.239.236.142  #AS154321  156.239.236.0/24   SC   CCSB-AS-AP - CORENET CLOUD SDN. BHD., MY
157.230.130.107  #AS14061   157.230.128.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
159.65.168.103   #AS14061   159.65.160.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
159.89.184.113   #AS14061   159.89.176.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
159.195.151.194  #AS197540  159.195.148.0/22   DE   netcup-AS - netcup GmbH, DE
159.203.140.224  #AS14061   159.203.128.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
159.223.28.89    #AS14061   159.223.16.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
159.223.231.254  #AS14061   159.223.224.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
160.119.76.53    #AS49870   160.119.76.0/23    SC   #AS49870-BV - Alsycon B.V., NL
160.119.76.59    #AS49870   160.119.76.0/23    SC   #AS49870-BV - Alsycon B.V., NL
160.119.76.60    #AS49870   160.119.76.0/23    SC   AS49870-BV - Alsycon B.V., NL
160.191.101.139  #AS135905  160.191.100.0/23   VN   VNPT-AS-VN - VIETNAM POSTS AND TELECOMMUNICATIONS GROUP, VN
161.35.129.167   #AS14061   161.35.128.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
161.97.148.236   #AS51167   161.97.128.0/19    DE   CONTABO - Contabo GmbH, DE
162.216.18.113   #AS63949   162.216.16.0/22    US   AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
163.7.1.156      #AS150436  163.7.0.0/21       SG   BYTEPLUS-AS-AP - Byteplus Pte. Ltd., SG
164.92.100.96    #AS14061   164.92.96.0/19     US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
164.92.124.202   #AS14061   164.92.96.0/19     US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
165.22.113.175   #AS14061   165.22.112.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
165.22.155.98    #AS14061   165.22.144.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
165.22.176.111   #AS14061   165.22.176.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
165.154.36.218   #AS135377  165.154.36.0/24    HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
165.154.41.213   #AS135377  165.154.41.0/24    HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
165.154.134.84   #AS135377  165.154.134.0/24   HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
165.154.134.217  #AS135377  165.154.134.0/24   HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
165.154.162.81   #AS135377  165.154.162.0/24   HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
165.154.162.222  #AS135377  165.154.162.0/24   HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
165.154.206.242  #AS142002  165.154.206.0/24   SG   SCLOUDPTELTD-AS - Scloud Pte Ltd, SG
165.211.23.157   #AS15964   165.211.23.0/24    CM   CAMTEL - CAMTEL, CM
165.227.47.218   #AS14061   165.227.32.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
165.227.234.205  #AS14061   165.227.224.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
165.245.235.239  #AS14061   165.245.224.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
167.71.53.175    #AS14061   167.71.48.0/20     US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
167.71.117.205   #AS14061   167.71.112.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
167.86.82.137    #AS51167   167.86.82.0/23     DE   CONTABO - Contabo GmbH, DE
167.86.87.174    #AS51167   167.86.86.0/23     DE   CONTABO - Contabo GmbH, DE
167.94.145.17    #AS398705  167.94.145.0/24    US   CENSYS-ARIN-02 - Censys, Inc., US
167.94.145.20    #AS398705  167.94.145.0/24    US   CENSYS-ARIN-02 - Censys, Inc., US
167.94.145.21    #AS398705  167.94.145.0/24    US   CENSYS-ARIN-02 - Censys, Inc., US
167.94.145.23    #AS398705  167.94.145.0/24    US   CENSYS-ARIN-02 - Censys, Inc., US
167.94.145.30    #AS398705  167.94.145.0/24    US   CENSYS-ARIN-02 - Censys, Inc., US
167.94.145.31    #AS398705  167.94.145.0/24    US   CENSYS-ARIN-02 - Censys, Inc., US
167.94.146.50    #AS398705  167.94.146.0/24    US   CENSYS-ARIN-02 - Censys, Inc., US
167.94.146.56    #AS398705  167.94.146.0/24    US   CENSYS-ARIN-02 - Censys, Inc., US
167.94.146.61    #AS398705  167.94.146.0/24    US   CENSYS-ARIN-02 - Censys, Inc., US
167.99.32.217    #AS14061   167.99.32.0/20     US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
167.99.242.167   #AS14061   167.99.240.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
167.126.6.183    #AS31898   167.126.0.0/19     US   ORACLE-BMC-31898 - Oracle Corporation, US
167.172.89.248   #AS14061   167.172.80.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
167.172.134.198  #AS14061   167.172.128.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
167.172.152.94   #AS14061   167.172.144.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
167.172.163.122  #AS14061   167.172.160.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
167.233.17.122   #AS24940   167.233.0.0/16     DE   HETZNER-AS - Hetzner Online GmbH, DE
167.233.68.137   #AS24940   167.233.0.0/16     DE   HETZNER-AS - Hetzner Online GmbH, DE
168.138.232.38   #AS31898   168.138.224.0/19   US   ORACLE-BMC-31898 - Oracle Corporation, US
168.144.120.101  #AS14061   168.144.112.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
168.144.156.252  #AS14061   168.144.144.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
168.144.175.21   #AS14061   168.144.160.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
170.64.134.120   #AS14061   170.64.128.0/18    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
170.64.183.17    #AS14061   170.64.128.0/18    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
170.64.194.70    #AS14061   170.64.192.0/19    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
170.130.204.58   #AS62904   170.130.204.0/22   US   AS62904 - Eonix Corporation, US
172.58.55.178    #AS21928   172.58.48.0/21     US   T-MOBILE-AS21928 - T-Mobile USA, Inc., US
172.96.161.212   #AS23470   172.96.161.0/24    US   RELIABLESITE - ReliableSite.Net LLC, US
172.110.223.145  #AS23470   172.110.223.0/24   HK   RELIABLESITE - ReliableSite.Net LLC, US
172.172.26.148   #AS8075    172.160.0.0/11     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
172.172.30.69    #AS8075    172.160.0.0/11     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
172.172.30.152   #AS8075    172.160.0.0/11     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
172.174.211.117  #AS8075    172.160.0.0/11     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
172.179.142.153  #AS8075    172.160.0.0/11     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
172.182.195.179  #AS8075    172.160.0.0/11     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
