125.118.6.220    #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.118.62.219   #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.118.68.222   #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.118.98.214   #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.118.108.32   #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.118.197.99   #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.119.31.50    #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.119.91.58    #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.119.97.141   #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.119.99.170   #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.119.102.173  #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.119.102.190  #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.119.102.204  #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.119.121.100  #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.119.194.20   #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.119.222.75   #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.119.250.120  #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.120.15.131   #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.120.37.21    #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.120.55.192   #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.120.134.157  #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.120.170.104  #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.120.189.188  #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.120.233.37   #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.120.234.80   #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.121.140.244  #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.121.143.125  #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.121.216.148  #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.121.216.159  #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.121.220.83   #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.122.50.166   #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.122.179.144  #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.122.197.203  #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.122.215.215  #AS4134    125.112.0.0/12     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
125.229.32.81    #AS3462    125.229.0.0/16     TW   HINET - Data Communication Business Group, TW
125.231.200.154  #AS3462    125.231.0.0/16     TW   HINET - Data Communication Business Group, TW
130.211.68.231   #AS396982  130.211.64.0/19    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
134.33.73.4      #AS8075    134.33.0.0/16      GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
134.199.152.141  #AS14061   134.199.144.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
134.199.168.215  #AS14061   134.199.160.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
134.209.124.187  #AS14061   134.209.112.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
135.237.125.221  #AS8075    135.236.0.0/15     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.237.126.72   #AS8075    135.236.0.0/15     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
141.98.11.129    #AS209605  141.98.11.0/24     LT   hostbaltic - UAB Host Baltic, LT
141.98.83.48     #AS209588  141.98.83.0/24     PA   FLYSERVERS-ASN - Flyservers S.A., PA
143.42.1.71      #AS63949   143.42.0.0/21      US   AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
143.248.115.111  #AS1781    143.248.64.0/18    KR   KAIST-DAEJEON-AS-KR-KR - Korea Advanced Institute of Science and Technology, KR
146.88.241.52    #AS20052   146.88.240.0/23    US   ARBOR - Arbor Networks, Inc., US
146.88.241.91    #AS20052   146.88.240.0/23    US   ARBOR - Arbor Networks, Inc., US
146.88.241.120   #AS20052   146.88.240.0/23    US   ARBOR - Arbor Networks, Inc., US
146.88.241.164   #AS20052   146.88.240.0/23    US   ARBOR - Arbor Networks, Inc., US
147.185.132.19   #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.45   #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.75   #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.90   #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.234  #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.203.255.20   #AS11320   147.203.128.0/17   US   LIGHTEDGE-AS-02 - LightEdge Solutions, US
151.242.30.37    #AS214209  151.242.30.0/24    AE   INTERNET-MAGNATE - Internet Magnate (Pty) Ltd, ZA
151.243.11.37    #AS209630  151.243.11.0/24    AE   KREDIT-AS - LLC VASH KREDIT BANK, UA
151.243.11.52    #AS209630  151.243.11.0/24    AE   KREDIT-AS - LLC VASH KREDIT BANK, UA
152.32.207.42    #AS135377  152.32.207.0/24    HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
152.32.223.215   #AS135377  152.32.223.0/24    HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
155.103.69.36    #AS44382   155.103.69.0/24    US   WhiteLabel - Fiba Cloud Operation Company, LLC, US
159.89.1.53      #AS14061   159.89.0.0/20      US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
159.223.99.44    #AS14061   159.223.96.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
164.90.176.216   #AS14061   164.90.176.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
165.154.6.224    #AS135377  165.154.6.0/24     HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
165.154.104.235  #AS135377  165.154.104.0/24   HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
167.94.146.57    #AS398705  167.94.146.0/24    US   CENSYS-ARIN-02 - Censys, Inc., US
167.94.146.63    #AS398705  167.94.146.0/24    US   CENSYS-ARIN-02 - Censys, Inc., US
167.99.154.116   #AS14061   167.99.144.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
169.212.190.164  #AS4766    169.208.0.0/12     KR   KIXS-AS-KR-KR - Korea Telecom, KR
170.64.159.126   #AS14061   170.64.128.0/18    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
170.64.173.46    #AS14061   170.64.128.0/18    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
170.64.237.228   #AS14061   170.64.224.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
172.105.87.13    #AS63949   172.105.64.0/19    US   AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
172.178.83.104   #AS8075    172.160.0.0/11     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
172.202.118.46   #AS8075    172.200.0.0/13     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
173.255.225.162  #AS63949   173.255.224.0/20   US   AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
175.180.83.244   #AS4780    175.180.64.0/19    TW   SEEDNET - Digital United Inc., TW
175.199.237.139  #AS4766    175.192.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
175.208.55.144   #AS4766    175.208.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
175.208.224.193  #AS4766    175.208.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
175.213.235.192  #AS4766    175.208.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
176.65.139.14    #AS214472  176.65.139.0/24    DE   STORMINDUSTRIES - Offshore LC, US
176.65.148.49    #AS51396   176.65.148.0/24    DE   PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
176.65.148.252   #AS51396   176.65.148.0/24    DE   PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
180.231.108.131  #AS17858   180.228.0.0/14     KR   POWERVIS-AS-KR-KR - LG POWERCOMM, KR
182.47.220.40    #AS4134    182.32.0.0/12      CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.103.211.29   #AS4766    183.96.0.0/13      KR   KIXS-AS-KR-KR - Korea Telecom, KR
183.103.213.55   #AS4766    183.96.0.0/13      KR   KIXS-AS-KR-KR - Korea Telecom, KR
183.109.145.47   #AS4766    183.104.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
183.128.56.233   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.128.69.122   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.128.107.184  #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.128.116.112  #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.128.125.4    #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.128.156.70   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.128.196.70   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.128.196.96   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.128.230.47   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.129.113.136  #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.129.117.225  #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.134.153.248  #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.156.46.237   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.156.73.35    #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.156.78.98    #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.156.108.4    #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.156.108.220  #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.156.110.99   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.156.144.51   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.156.185.35   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.158.10.209   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.158.17.110   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.158.60.162   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.158.90.22    #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.158.153.123  #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.158.180.113  #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.158.229.209  #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.158.230.13   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.158.232.56   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.159.60.237   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
183.159.162.11   #AS4134    183.128.0.0/11     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
184.105.247.202  #AS6939    184.104.0.0/15     US   HURRICANE - Hurricane Electric LLC, US
185.94.111.1     #AS51115   185.94.111.0/24    RU   HLL-AS - HLL LLC, RU
185.226.197.28   #AS21859   185.226.197.0/24   PT   ZEN-ECN - Zenlayer Inc, US
185.242.3.50     #AS401626  185.242.3.0/24     NL   NETIFACE-TORONTO - Netiface America, Inc., US
185.242.3.58     #AS60223   185.242.3.0/24     NL   NETIFACE-AS - Netiface Limited, GB
185.242.3.59     #AS60223   185.242.3.0/24     NL   NETIFACE-AS - Netiface Limited, GB
185.242.3.129    #AS60223   185.242.3.0/24     NL   NETIFACE-AS - Netiface Limited, GB
185.242.3.226    #AS60223   185.242.3.0/24     NL   NETIFACE-AS - Netiface Limited, GB
185.242.226.85   #AS202425  185.242.226.0/24   US   INT-NETWORK - IP Volume inc, SC
192.46.222.92    #AS63949   192.46.222.0/23    US   AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
193.3.53.8       #AS211607  193.3.53.0/24      US   RECORDEDFUTURE - Securitytrails, LLC, US
193.163.125.48   #AS211298  193.163.125.0/24   GB   DRIFTNET - Driftnet Ltd, GB
193.163.125.55   #AS211298  193.163.125.0/24   GB   DRIFTNET - Driftnet Ltd, GB
193.163.125.62   #AS211298  193.163.125.0/24   GB   DRIFTNET - Driftnet Ltd, GB
193.163.125.125  #AS211298  193.163.125.0/24   GB   DRIFTNET - Driftnet Ltd, GB
193.163.125.145  #AS211298  193.163.125.0/24   GB   DRIFTNET - Driftnet Ltd, GB
193.163.125.154  #AS211298  193.163.125.0/24   GB   DRIFTNET - Driftnet Ltd, GB
193.163.125.157  #AS211298  193.163.125.0/24   GB   DRIFTNET - Driftnet Ltd, GB
194.88.98.106    #AS25369   194.88.98.0/23     GB   BANDWIDTH-AS - Hydra Communications Ltd, GB
195.206.182.220  #AS25369   195.206.180.0/22   GB   BANDWIDTH-AS - Hydra Communications Ltd, GB
198.235.24.54    #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.247   #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.248   #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
199.45.154.120   #AS398722  199.45.154.0/24    US   CENSYS-ARIN-03 - Censys, Inc., US
199.45.154.136   #AS398722  199.45.154.0/24    US   CENSYS-ARIN-03 - Censys, Inc., US
199.45.155.71    #AS398722  199.45.155.0/24    US   CENSYS-ARIN-03 - Censys, Inc., US
204.76.203.15    #AS51396   204.76.203.0/24    NL   PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
205.210.31.110   #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.175   #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.250   #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
207.175.61.133   #AS396982  207.175.0.0/17     US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
210.0.54.183     #AS17839   210.0.52.0/22      KR   DREAMPLUS-AS-KR-KR - LG HelloVision Corp., KR
210.99.196.253   #AS4766    210.99.0.0/16      KR   KIXS-AS-KR-KR - Korea Telecom, KR
211.105.175.128  #AS4766    211.104.0.0/14     KR   KIXS-AS-KR-KR - Korea Telecom, KR
211.223.187.164  #AS4766    211.216.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
211.241.113.246  #AS9316    211.241.0.0/17     KR   DACOM-PUBNETPLUS-AS-KR-KR - DACOM-PUBNETPLUS, KR
216.25.89.110    #AS396982  216.25.89.0/24     US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
216.218.206.73   #AS6939    216.218.128.0/17   US   HURRICANE - Hurricane Electric LLC, US
216.218.206.92   #AS6939    216.218.128.0/17   US   HURRICANE - Hurricane Electric LLC, US
218.0.206.32     #AS4134    218.0.0.0/16       CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
218.0.220.127    #AS4134    218.0.0.0/16       CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
218.57.26.108    #AS4837    218.56.0.0/15      CN   CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
218.72.29.158    #AS4134    218.72.0.0/15      CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
218.72.60.89     #AS4134    218.72.0.0/15      CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
218.72.88.215    #AS4134    218.72.0.0/15      CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
218.72.89.195    #AS4134    218.72.0.0/15      CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
218.72.108.68    #AS4134    218.72.0.0/15      CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
218.72.116.117   #AS4134    218.72.0.0/15      CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
218.72.124.154   #AS4134    218.72.0.0/15      CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
218.74.15.130    #AS4134    218.74.0.0/16      CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
218.150.129.15   #AS4766    218.144.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
218.159.19.109   #AS4766    218.152.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
218.159.253.146  #AS4766    218.152.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
218.164.2.95     #AS3462    218.164.0.0/16     TW   HINET - Data Communication Business Group, TW
220.84.84.70     #AS4766    220.80.0.0/13      KR   KIXS-AS-KR-KR - Korea Telecom, KR
220.122.46.97    #AS4766    220.120.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
220.124.102.140  #AS4766    220.120.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
220.125.19.143   #AS4766    220.120.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
220.142.65.139   #AS3462    220.142.0.0/16     TW   HINET - Data Communication Business Group, TW
220.143.193.33   #AS3462    220.143.0.0/16     TW   HINET - Data Communication Business Group, TW
220.184.181.20   #AS4134    220.184.0.0/13     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
220.184.182.12   #AS4134    220.184.0.0/13     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
220.191.109.195  #AS4134    220.184.0.0/13     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
220.191.117.129  #AS4134    220.184.0.0/13     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
220.207.81.151   #AS4808    220.207.80.0/20    CN   CHINA169-BJ - China Unicom Beijing Province Network, CN
221.0.131.68     #AS4837    221.0.0.0/15       CN   CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
221.0.147.32     #AS4837    221.0.0.0/15       CN   CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
221.149.126.53   #AS4766    221.144.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
221.154.64.111   #AS4766    221.152.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
221.160.7.161    #AS4766    221.160.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
221.164.244.112  #AS4766    221.160.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
221.214.253.87   #AS4837    221.214.0.0/15     CN   CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
222.116.95.7     #AS4766    222.112.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
222.120.69.179   #AS4766    222.120.0.0/15     KR   KIXS-AS-KR-KR - Korea Telecom, KR
222.135.72.39    #AS4837    222.132.0.0/14     CN   CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
222.135.88.7     #AS4837    222.132.0.0/14     CN   CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
222.135.95.30    #AS4837    222.132.0.0/14     CN   CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
223.93.65.112    #AS56041   223.93.64.0/21     CN   CMNET-Zhejiang-AP - China Mobile communications corporation, CN
