# Last 14 days where more than 2 ports overlap per host
# Common ports included in list if not already part of top50 ports found:
# 21,22,23,53,80,123,139,161,162,389,443,445,500,1001,3306,3389,4500,5000,5001,5900,8000,8001,8080,8443,10000
#
# PORTS REPORTED ON INCL TOP50 FOUND
# 0,21,22,23,53,68,80,81,82,83,88,123,137,139,161,162,389,443,445,500,1001,1433,1900,2222,2375,3000,3306,3389,4500,5000,5001,5021,5060,5122,5432,5555,5900,6021,6080,6379,7777,8000,8001,8080,8081,8082,8088,8443,8728,8888,9000,9200,9443,10000,17000,27015,27017
#
#
40.124.180.92    #AS8075      2 ports   22,5432                   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
40.124.186.154   #AS8075      2 ports   161,8090                  MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
40.67.161.44     #AS8075      2 ports   8080,9200                 MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
40.76.124.118    #AS8075      2 ports   143,80                    MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
40.76.124.195    #AS8075      2 ports   8001,8443                 MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
40.76.140.215    #AS8075      2 ports   445,8181                  MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
40.76.248.252    #AS8075      2 ports   123,137                   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
40.76.99.43      #AS8075      2 ports   22,8090                   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
40.80.200.216    #AS8075      2 ports   1433,80                   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
40.80.207.25     #AS8075      2 ports   445,53                    MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
40.90.249.111    #AS8075      2 ports   143,8083                  MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
41.133.204.238   #AS20011     2 ports   0,27015                   Dimension Data - Dimension Data, ZA
41.221.186.229   #AS30985     2 ports   1433,445                  Orange Mali SA - Orange Mali SA, ML
4.150.190.180    #AS8075      2 ports   139,3389                  MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
4.182.216.202    #AS8075      2 ports   80,9200                   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
42.96.19.208     #AS131423    2 ports   3306,3389                 LVHN-AS-VN - Branch of Long Van System Solution JSC - Hanoi, VN
43.166.221.250   #AS132203    2 ports   443,53                    TENCENT-NET-AP-CN - Tencent Building, Kejizhongyi Avenue, CN
43.228.157.42    #AS205759    2 ports   443,80                    GHOSTYNETWORKS - Ghosty Networks LLC, US
43.228.157.57    #AS205759    2 ports   8080,81                   GHOSTYNETWORKS - Ghosty Networks LLC, US
44.201.252.11    #AS14618     2 ports   443,9200                  AMAZON-AES - Amazon.com, Inc., US
44.203.125.226   #AS14618     2 ports   21,3000                   AMAZON-AES - Amazon.com, Inc., US
45.133.173.112   #AS25369     2 ports   53,6379                   BANDWIDTH-AS - Hydra Communications Ltd, GB
45.133.173.120   #AS25369     2 ports   1433,389                  BANDWIDTH-AS - Hydra Communications Ltd, GB
45.133.173.232   #AS25369     2 ports   1433,6379                 BANDWIDTH-AS - Hydra Communications Ltd, GB
45.133.173.67    #AS25369     2 ports   8081,8888                 BANDWIDTH-AS - Hydra Communications Ltd, GB
45.135.194.113   #AS51396     2 ports   2087,8083                 PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
45.142.193.12    #AS214295    2 ports   8008,8181                 SKYNET - SKYNET NETWORK LTD, GB
45.142.193.8     #AS214295    2 ports   7001,8083                 SKYNET - SKYNET NETWORK LTD, GB
45.148.10.238    #AS48090     2 ports   443,80                    DMZHOST - TECHOFF SRV LIMITED, GB
45.153.34.158    #AS51396     2 ports   22,5122                   PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
45.153.34.195    #AS51396     2 ports   81,8443                   PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
45.153.34.204    #AS197170    2 ports   23,80                     TECHTIES-AS - TechTies Inc., SC
45.153.34.231    #AS197170    2 ports   8080,8088                 TECHTIES-AS - TechTies Inc., SC
45.153.34.252    #AS197170    2 ports   8081,81                   TECHTIES-AS - TechTies Inc., SC
45.153.34.47     #AS51396     2 ports   22,5122                   PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
45.153.34.87     #AS51396     2 ports   25,80                     PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
45.156.128.37    #AS211680    2 ports   443,8081                  #AS-BITSIGHT - NSEC - Sistemas Informaticos, S.A., PT
45.156.129.133   #AS211680    2 ports   81,8443                   #AS-BITSIGHT - NSEC - Sistemas Informaticos, S.A., PT
45.156.129.178   #AS211680    2 ports   22,5555                   AS-BITSIGHT - NSEC - Sistemas Informaticos, S.A., PT
45.156.129.187   #AS211680    2 ports   443,8443                  AS-BITSIGHT - NSEC - Sistemas Informaticos, S.A., PT
45.156.129.194   #AS211680    2 ports   80,8081                   AS-BITSIGHT - NSEC - Sistemas Informaticos, S.A., PT
45.156.129.195   #AS211680    2 ports   443,80                    AS-BITSIGHT - NSEC - Sistemas Informaticos, S.A., PT
45.156.129.46    #AS211680    2 ports   80,8080                   AS-BITSIGHT - NSEC - Sistemas Informaticos, S.A., PT
45.156.129.56    #AS211680    2 ports   443,9443                  AS-BITSIGHT - NSEC - Sistemas Informaticos, S.A., PT
45.156.129.57    #AS211680    2 ports   8000,8081                 #AS-BITSIGHT - NSEC - Sistemas Informaticos, S.A., PT
45.156.129.60    #AS211680    2 ports   137,8181                  AS-BITSIGHT - NSEC - Sistemas Informaticos, S.A., PT
45.156.129.61    #AS211680    2 ports   1723,554                  AS-BITSIGHT - NSEC - Sistemas Informaticos, S.A., PT
45.156.129.65    #AS211680    2 ports   3000,7777                 #AS-BITSIGHT - NSEC - Sistemas Informaticos, S.A., PT
45.156.87.153    #AS197170    2 ports   22,5122                   TECHTIES-AS - TechTies Inc., SC
45.156.87.161    #AS197170    2 ports   22,5122                   TECHTIES-AS - TechTies Inc., SC
45.156.87.162    #AS197170    2 ports   22,5122                   TECHTIES-AS - TechTies Inc., SC
45.156.87.163    #AS197170    2 ports   22,5122                   TECHTIES-AS - TechTies Inc., SC
45.156.87.31     #AS51396     2 ports   22,5122                   PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
45.173.69.4      #AS267807    2 ports   443,80                    AS267807 - PSI TELECOMUNICACIONES DE COLOMBIA LTDA, CO
45.194.67.8      #AS215925    2 ports   443,80                    VPSVAULTHOST - VPSVAULT.HOST LTD, GB
45.195.254.3     #AS27951     2 ports   0,27015                   AS27951 - Media Commerce Partners S.A, CO
45.198.224.60    #AS215925    2 ports   80,8088                   VPSVAULTHOST - VPSVAULT.HOST LTD, GB
45.203.213.187   #AS140869    2 ports   1433,445                  TGL-AS-AP - Turing Group Limited, NZ
45.205.1.71      #AS215925    2 ports   8083,8181                 VPSVAULTHOST - VPSVAULT.HOST LTD, GB
45.205.1.73      #AS215925    2 ports   8083,8181                 VPSVAULTHOST - VPSVAULT.HOST LTD, GB
45.33.105.182    #AS63949     2 ports   8443,9443                 AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
45.33.40.18      #AS63949     2 ports   2222,80                   AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
45.33.89.53      #AS63949     2 ports   22,3306                   AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
45.46.228.140    #AS11351     2 ports   0,27015                   TWC-11351-NORTHEAST - Charter Communications Inc, US
45.5.118.167     #AS52468     2 ports   0,27015                   AS52468 - UFINET PANAMA S.A., PA
45.55.151.3      #AS14061     2 ports   443,80                    DIGITALOCEAN-ASN - DigitalOcean, LLC, US
45.74.0.73       #AS212238    2 ports   1900,8081                 CDNEXT - Datacamp Limited, GB
45.79.109.236    #AS63949     2 ports   22,3389                   AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
45.79.177.245    #AS63949     2 ports   2087,7547                 AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
45.82.76.116     #AS212512    2 ports   25565,7001                DETAI - Detai Prosperous Technologies Limited, GB
45.82.76.124     #AS212512    2 ports   10001,88                  DETAI - Detai Prosperous Technologies Limited, GB
45.82.76.128     #AS212512    2 ports   7777,8006                 DETAI - Detai Prosperous Technologies Limited, GB
45.82.76.135     #AS212512    2 ports   137,25565                 DETAI - Detai Prosperous Technologies Limited, GB
46.101.211.206   #AS14061     2 ports   22,443                    DIGITALOCEAN-ASN - DigitalOcean, LLC, US
46.105.132.33    #AS16276     2 ports   27017,445                 OVH - OVH SAS, FR
46.105.132.34    #AS16276     2 ports   139,445                   OVH - OVH SAS, FR
46.40.255.47     #AS50010     2 ports   1433,445                  Nawras-AS - Omani Qatari Telecommunication Company SAOC, OM
47.110.133.229   #AS37963     2 ports   23,80                     ALIBABA-CN-NET - Hangzhou Alibaba Advertising Co.,Ltd., CN
47.110.155.130   #AS37963     2 ports   2222,23                   ALIBABA-CN-NET - Hangzhou Alibaba Advertising Co.,Ltd., CN
47.236.162.181   #AS45102     2 ports   80,8888                   ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.237.0.158     #AS45102     2 ports   443,80                    ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.237.20.150    #AS45102     2 ports   8083,8088                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.239.107.57    #AS45102     2 ports   2222,443                  ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.245.137.161   #AS45102     2 ports   2087,21                   ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.250.129.236   #AS45102     2 ports   8081,9443                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.250.141.111   #AS45102     2 ports   80,8181                   ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.250.158.140   #AS45102     2 ports   8000,9443                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.250.196.123   #AS45102     2 ports   7547,8081                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.250.39.4      #AS45102     2 ports   21,443                    ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.250.84.105    #AS45102     2 ports   8008,8080                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.251.13.59     #AS45102     2 ports   443,53                    ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.251.42.6      #AS45102     2 ports   2087,443                  ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.251.81.121    #AS45102     2 ports   8081,8090                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.251.82.186    #AS45102     2 ports   8082,8888                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.251.89.204    #AS45102     2 ports   8008,9000                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.254.171.85    #AS45102     2 ports   8080,8181                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.254.192.213   #AS45102     2 ports   1433,3389                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.254.37.145    #AS45102     2 ports   7001,8001                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.74.56.223     #AS45102     2 ports   8000,8080                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.76.78.17      #AS45102     2 ports   22,2222                   ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.77.216.159    #AS45102     2 ports   2222,443                  ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.77.219.25     #AS45102     2 ports   7547,9000                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.77.228.132    #AS45102     2 ports   8001,8090                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.81.39.232     #AS45102     2 ports   443,9200                  ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.84.100.236    #AS45102     2 ports   7547,8088                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.84.103.150    #AS45102     2 ports   8081,8082                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.84.110.81     #AS45102     2 ports   443,8082                  ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.84.117.39     #AS45102     2 ports   443,7547                  ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.84.124.13     #AS45102     2 ports   443,80                    ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.84.141.109    #AS45102     2 ports   139,8008                  ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.84.143.247    #AS45102     2 ports   17000,7547                ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.84.206.196    #AS45102     2 ports   8083,81                   ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.84.97.104     #AS45102     2 ports   443,80                    ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.89.255.48     #AS45102     2 ports   8090,8181                 ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.93.36.135     #AS37963     2 ports   22,2222                   ALIBABA-CN-NET - Hangzhou Alibaba Advertising Co.,Ltd., CN
47.95.234.23     #AS37963     2 ports   2222,23                   ALIBABA-CN-NET - Hangzhou Alibaba Advertising Co.,Ltd., CN
48.214.144.31    #AS8075      2 ports   8443,9200                 MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
50.117.3.175     #AS208226    2 ports   443,80                    OUIHEBERG - Ouiheberg SARL, FR
50.47.230.114    #AS20055     2 ports   0,27015                   AS-WHOLESAIL - Wholesail networks LLC, US
51.15.56.200     #AS12876     2 ports   443,8443                  AS12876 - Scaleway SAS, FR
51.158.160.128   #AS12876     2 ports   443,8443                  AS12876 - Scaleway SAS, FR
51.158.205.47    #AS12876     2 ports   443,80                    #AS12876 - Scaleway SAS, FR
5.160.135.50     #AS42337     2 ports   1433,445                  RESPINA-AS - Respina Networks & Beyond PJSC, IR
51.75.24.26      #AS16276     2 ports   5060,8081                 OVH - OVH SAS, FR
5.194.152.86     #AS5384      2 ports   1433,445                  EMIRATES-INTERNET - EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC, AE
52.146.21.44     #AS8075      2 ports   8006,8083                 MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
52.169.144.136   #AS8075      2 ports   1433,445                  MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
52.180.137.70    #AS8075      2 ports   25,80                     MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
52.180.146.167   #AS8075      2 ports   6379,83                   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
52.186.170.27    #AS8075      2 ports   161,500                   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
52.205.211.20    #AS14618     2 ports   3000,80                   AMAZON-AES - Amazon.com, Inc., US
52.207.215.86    #AS14618     2 ports   9200,9443                 AMAZON-AES - Amazon.com, Inc., US
52.224.241.44    #AS8075      2 ports   3389,8443                 MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
52.23.168.237    #AS14618     2 ports   8443,9443                 AMAZON-AES - Amazon.com, Inc., US
5.226.140.45     #AS25369     2 ports   5001,7547                 BANDWIDTH-AS - Hydra Communications Ltd, GB
5.226.140.76     #AS25369     2 ports   8001,8090                 BANDWIDTH-AS - Hydra Communications Ltd, GB
5.252.83.55      #AS25369     2 ports   3306,5000                 BANDWIDTH-AS - Hydra Communications Ltd, GB
5.252.83.82      #AS25369     2 ports   137,8000                  BANDWIDTH-AS - Hydra Communications Ltd, GB
52.91.210.202    #AS14618     2 ports   443,9200                  AMAZON-AES - Amazon.com, Inc., US
52.91.252.11     #AS14618     2 ports   3389,8443                 AMAZON-AES - Amazon.com, Inc., US
54.159.49.205    #AS14618     2 ports   443,8443                  AMAZON-AES - Amazon.com, Inc., US
54.166.203.225   #AS14618     2 ports   7547,8443                 AMAZON-AES - Amazon.com, Inc., US
54.172.145.28    #AS14618     2 ports   3389,8443                 AMAZON-AES - Amazon.com, Inc., US
54.173.150.134   #AS14618     2 ports   443,7547                  AMAZON-AES - Amazon.com, Inc., US
54.174.230.107   #AS14618     2 ports   21,443                    AMAZON-AES - Amazon.com, Inc., US
54.175.254.254   #AS14618     2 ports   22,9200                   AMAZON-AES - Amazon.com, Inc., US
54.234.67.238    #AS14618     2 ports   3000,8443                 AMAZON-AES - Amazon.com, Inc., US
54.242.243.244   #AS14618     2 ports   22,8080                   AMAZON-AES - Amazon.com, Inc., US
54.90.247.162    #AS14618     2 ports   21,7547                   AMAZON-AES - Amazon.com, Inc., US
54.91.68.68      #AS14618     2 ports   443,8443                  AMAZON-AES - Amazon.com, Inc., US
57.159.30.22     #AS8075      2 ports   2087,443                  MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
58.18.59.179     #AS4837      2 ports   22,2222                   CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
59.125.88.41     #AS3462      2 ports   0,27015                   HINET - Data Communication Business Group, TW
60.174.68.36     #AS4134      2 ports   0,80                      CHINANET-BACKBONE - No.31,Jin-rong Street, CN
60.251.203.79    #AS3462      2 ports   1433,445                  HINET - Data Communication Business Group, TW
60.8.121.6       #AS4837      2 ports   0,27015                   CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
61.134.123.140   #AS4837      2 ports   0,27015                   CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
61.19.69.203     #AS9931      2 ports   2222,80                   NTPCL-AS-AP - National Telecom Public Company Limited, TH
61.220.94.159    #AS3462      2 ports   0,27015                   HINET - Data Communication Business Group, TW
62.210.89.150    #AS12876     2 ports   1900,8083                 #AS12876 - Scaleway SAS, FR
62.238.41.57     #AS24940     2 ports   2222,2375                 HETZNER-AS - Hetzner Online GmbH, DE
62.76.229.46     #AS211673    2 ports   443,80                    Mynymbox - Mynymbox Hosting LLC, KN
64.225.17.162    #AS14061     2 ports   1900,5060                 DIGITALOCEAN-ASN - DigitalOcean, LLC, US
64.225.83.160    #AS14061     2 ports   443,80                    DIGITALOCEAN-ASN - DigitalOcean, LLC, US
64.226.105.66    #AS14061     2 ports   5000,9000                 DIGITALOCEAN-ASN - DigitalOcean, LLC, US
64.226.80.57     #AS14061     2 ports   3306,8088                 DIGITALOCEAN-ASN - DigitalOcean, LLC, US
64.226.98.14     #AS14061     2 ports   80,81                     DIGITALOCEAN-ASN - DigitalOcean, LLC, US
64.227.0.95      #AS14061     2 ports   2222,2375                 DIGITALOCEAN-ASN - DigitalOcean, LLC, US
64.227.146.163   #AS14061     2 ports   3389,445                  DIGITALOCEAN-ASN - DigitalOcean, LLC, US
64.227.146.243   #AS14061     2 ports   21,3000                   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
64.227.41.39     #AS14061     2 ports   5060,80                   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
64.31.3.133      #AS46475     2 ports   443,80                    LIMESTONENETWORKS - Limestone Networks, Inc., US
64.62.156.10     #AS6939      2 ports   10001,161                 HURRICANE - Hurricane Electric LLC, US
64.62.156.111    #AS6939      2 ports   2375,8080                 HURRICANE - Hurricane Electric LLC, US
64.62.156.122    #AS6939      2 ports   5900,82                   HURRICANE - Hurricane Electric LLC, US
64.62.156.131    #AS6939      2 ports   1900,83                   HURRICANE - Hurricane Electric LLC, US
64.62.156.137    #AS6939      2 ports   23,8080                   HURRICANE - Hurricane Electric LLC, US
64.62.156.142    #AS6939      2 ports   3306,8088                 HURRICANE - Hurricane Electric LLC, US
64.62.156.144    #AS6939      2 ports   3000,9000                 HURRICANE - Hurricane Electric LLC, US
64.62.156.146    #AS6939      2 ports   5432,8088                 HURRICANE - Hurricane Electric LLC, US
64.62.156.152    #AS6939      2 ports   443,80                    HURRICANE - Hurricane Electric LLC, US
64.62.156.153    #AS6939      2 ports   3000,9090                 HURRICANE - Hurricane Electric LLC, US
64.62.156.154    #AS6939      2 ports   3000,6379                 HURRICANE - Hurricane Electric LLC, US
64.62.156.156    #AS6939      2 ports   123,83                    HURRICANE - Hurricane Electric LLC, US
64.62.156.157    #AS6939      2 ports   500,8888                  HURRICANE - Hurricane Electric LLC, US
64.62.156.160    #AS6939      2 ports   21,7547                   HURRICANE - Hurricane Electric LLC, US
64.62.156.166    #AS6939      2 ports   6080,9200                 HURRICANE - Hurricane Electric LLC, US
64.62.156.171    #AS6939      2 ports   10001,1900                HURRICANE - Hurricane Electric LLC, US
64.62.156.174    #AS6939      2 ports   10001,8088                HURRICANE - Hurricane Electric LLC, US
64.62.156.177    #AS6939      2 ports   389,5432                  HURRICANE - Hurricane Electric LLC, US
64.62.156.178    #AS6939      2 ports   5001,8001                 HURRICANE - Hurricane Electric LLC, US
64.62.156.180    #AS6939      2 ports   22,9090                   HURRICANE - Hurricane Electric LLC, US
64.62.156.182    #AS6939      2 ports   500,6379                  HURRICANE - Hurricane Electric LLC, US
64.62.156.185    #AS6939      2 ports   123,8000                  HURRICANE - Hurricane Electric LLC, US
64.62.156.190    #AS6939      2 ports   443,88                    HURRICANE - Hurricane Electric LLC, US
64.62.156.195    #AS6939      2 ports   2375,8081                 HURRICANE - Hurricane Electric LLC, US
64.62.156.196    #AS6939      2 ports   27017,3306                HURRICANE - Hurricane Electric LLC, US
64.62.156.201    #AS6939      2 ports   10001,21                  HURRICANE - Hurricane Electric LLC, US
64.62.156.202    #AS6939      2 ports   22,82                     HURRICANE - Hurricane Electric LLC, US
64.62.156.208    #AS6939      2 ports   123,500                   HURRICANE - Hurricane Electric LLC, US
64.62.156.20     #AS6939      2 ports   137,22                    HURRICANE - Hurricane Electric LLC, US
64.62.156.210    #AS6939      2 ports   22,9200                   HURRICANE - Hurricane Electric LLC, US
64.62.156.211    #AS6939      2 ports   21,443                    HURRICANE - Hurricane Electric LLC, US
64.62.156.216    #AS6939      2 ports   83,9200                   HURRICANE - Hurricane Electric LLC, US
64.62.156.218    #AS6939      2 ports   1080,8090                 HURRICANE - Hurricane Electric LLC, US
64.62.156.219    #AS6939      2 ports   6379,8888                 HURRICANE - Hurricane Electric LLC, US
64.62.156.223    #AS6939      2 ports   2375,8081                 HURRICANE - Hurricane Electric LLC, US
64.62.156.229    #AS6939      2 ports   22,7001                   HURRICANE - Hurricane Electric LLC, US
64.62.156.28     #AS6939      2 ports   3389,6080                 HURRICANE - Hurricane Electric LLC, US
64.62.156.33     #AS6939      2 ports   389,500                   HURRICANE - Hurricane Electric LLC, US
64.62.156.34     #AS6939      2 ports   3000,88                   HURRICANE - Hurricane Electric LLC, US
64.62.156.39     #AS6939      2 ports   8080,8443                 HURRICANE - Hurricane Electric LLC, US
64.62.156.42     #AS6939      2 ports   389,5555                  HURRICANE - Hurricane Electric LLC, US
64.62.156.45     #AS6939      2 ports   3389,8080                 HURRICANE - Hurricane Electric LLC, US
64.62.156.46     #AS6939      2 ports   5900,83                   HURRICANE - Hurricane Electric LLC, US
64.62.156.48     #AS6939      2 ports   161,25                    HURRICANE - Hurricane Electric LLC, US
64.62.156.54     #AS6939      2 ports   8081,8088                 HURRICANE - Hurricane Electric LLC, US
64.62.156.56     #AS6939      2 ports   111,9200                  HURRICANE - Hurricane Electric LLC, US
64.62.156.58     #AS6939      2 ports   80,9000                   HURRICANE - Hurricane Electric LLC, US
64.62.156.60     #AS6939      2 ports   10001,8081                HURRICANE - Hurricane Electric LLC, US
64.62.156.64     #AS6939      2 ports   7547,8090                 HURRICANE - Hurricane Electric LLC, US
64.62.156.71     #AS6939      2 ports   6080,83                   HURRICANE - Hurricane Electric LLC, US
64.62.156.73     #AS6939      2 ports   1080,6443                 HURRICANE - Hurricane Electric LLC, US
64.62.156.75     #AS6939      2 ports   6379,88                   HURRICANE - Hurricane Electric LLC, US
64.62.156.83     #AS6939      2 ports   8081,9200                 HURRICANE - Hurricane Electric LLC, US
64.62.156.85     #AS6939      2 ports   111,8888                  HURRICANE - Hurricane Electric LLC, US
64.62.156.86     #AS6939      2 ports   123,6080                  HURRICANE - Hurricane Electric LLC, US
64.62.156.87     #AS6939      2 ports   389,9200                  HURRICANE - Hurricane Electric LLC, US
64.62.156.89     #AS6939      2 ports   389,8443                  HURRICANE - Hurricane Electric LLC, US
64.62.156.92     #AS6939      2 ports   80,9443                   HURRICANE - Hurricane Electric LLC, US
64.62.156.96     #AS6939      2 ports   22,5060                   HURRICANE - Hurricane Electric LLC, US
64.62.197.106    #AS6939      2 ports   25,5001                   HURRICANE - Hurricane Electric LLC, US
64.62.197.111    #AS6939      2 ports   1080,7777                 HURRICANE - Hurricane Electric LLC, US
64.62.197.112    #AS6939      2 ports   0,1900                    HURRICANE - Hurricane Electric LLC, US
64.62.197.114    #AS6939      2 ports   3389,500                  HURRICANE - Hurricane Electric LLC, US
64.62.197.115    #AS6939      2 ports   1723,500                  HURRICANE - Hurricane Electric LLC, US
64.62.197.119    #AS6939      2 ports   17000,7001                HURRICANE - Hurricane Electric LLC, US
64.62.197.123    #AS6939      2 ports   0,25                      HURRICANE - Hurricane Electric LLC, US
64.62.197.134    #AS6939      2 ports   25,500                    HURRICANE - Hurricane Electric LLC, US
64.62.197.135    #AS6939      2 ports   10001,3389                HURRICANE - Hurricane Electric LLC, US
64.62.197.142    #AS6939      2 ports   1723,1900                 HURRICANE - Hurricane Electric LLC, US
64.62.197.145    #AS6939      2 ports   1001,8080                 HURRICANE - Hurricane Electric LLC, US
64.62.197.149    #AS6939      2 ports   110,80                    HURRICANE - Hurricane Electric LLC, US
64.62.197.169    #AS6939      2 ports   500,8001                  HURRICANE - Hurricane Electric LLC, US
64.62.197.175    #AS6939      2 ports   1723,6443                 HURRICANE - Hurricane Electric LLC, US
64.62.197.179    #AS6939      2 ports   110,389                   HURRICANE - Hurricane Electric LLC, US
64.62.197.184    #AS6939      2 ports   25,3389                   HURRICANE - Hurricane Electric LLC, US
64.62.197.189    #AS6939      2 ports   10001,1001                HURRICANE - Hurricane Electric LLC, US
64.62.197.191    #AS6939      2 ports   143,80                    HURRICANE - Hurricane Electric LLC, US
64.62.197.192    #AS6939      2 ports   0,22                      HURRICANE - Hurricane Electric LLC, US
64.62.197.196    #AS6939      2 ports   110,1900                  HURRICANE - Hurricane Electric LLC, US
64.62.197.204    #AS6939      2 ports   1001,23                   HURRICANE - Hurricane Electric LLC, US
64.62.197.209    #AS6939      2 ports   10001,3389                HURRICANE - Hurricane Electric LLC, US
64.62.197.20     #AS6939      2 ports   3389,80                   HURRICANE - Hurricane Electric LLC, US
64.62.197.210    #AS6939      2 ports   110,23                    HURRICANE - Hurricane Electric LLC, US
64.62.197.211    #AS6939      2 ports   2087,25                   HURRICANE - Hurricane Electric LLC, US
64.62.197.214    #AS6939      2 ports   111,7777                  HURRICANE - Hurricane Electric LLC, US
64.62.197.218    #AS6939      2 ports   1900,8001                 HURRICANE - Hurricane Electric LLC, US
64.62.197.221    #AS6939      2 ports   10001,25                  HURRICANE - Hurricane Electric LLC, US
64.62.197.225    #AS6939      2 ports   10001,500                 HURRICANE - Hurricane Electric LLC, US
64.62.197.228    #AS6939      2 ports   25,7777                   HURRICANE - Hurricane Electric LLC, US
64.62.197.231    #AS6939      2 ports   0,80                      HURRICANE - Hurricane Electric LLC, US
64.62.197.236    #AS6939      2 ports   8001,8080                 HURRICANE - Hurricane Electric LLC, US
64.62.197.237    #AS6939      2 ports   0,10001                   HURRICANE - Hurricane Electric LLC, US
