193.187.68.0/23 #AS31229 PL-BEYOND-AS, PL
194.50.186.0/24 #AS31229 PL-BEYOND-AS, PL
195.2.254.0/24 #AS31229 PL-BEYOND-AS, PL
31.172.176.0/20 #AS31242 TKPSA-AS, PL
80.249.130.0/24 #AS31242 TKPSA-AS, PL
83.175.162.0/24 #AS31242 TKPSA-AS, PL
83.175.166.0/24 #AS31242 TKPSA-AS, PL
84.205.170.0/24 #AS31242 TKPSA-AS, PL
84.205.176.0/22 #AS31242 TKPSA-AS, PL
84.205.183.0/24 #AS31242 TKPSA-AS, PL
84.205.184.0/23 #AS31242 TKPSA-AS, PL
84.205.187.0/24 #AS31242 TKPSA-AS, PL
84.205.189.0/24 #AS31242 TKPSA-AS, PL
84.205.190.0/23 #AS31242 TKPSA-AS, PL
85.14.64.0/18 #AS31242 TKPSA-AS, PL
89.25.128.0/17 #AS31242 TKPSA-AS, PL
91.90.72.0/21 #AS31242 TKPSA-AS, PL
91.90.176.0/20 #AS31242 TKPSA-AS, PL
91.193.184.0/22 #AS31242 TKPSA-AS, PL
91.203.216.0/22 #AS31242 TKPSA-AS, PL
91.208.182.0/24 #AS31242 TKPSA-AS, PL
91.208.189.0/24 #AS31242 TKPSA-AS, PL
91.226.38.0/23 #AS31242 TKPSA-AS, PL
91.227.120.0/24 #AS31242 TKPSA-AS, PL
91.227.199.0/24 #AS31242 TKPSA-AS, PL
91.227.200.0/22 #AS31242 TKPSA-AS, PL
93.179.192.0/18 #AS31242 TKPSA-AS, PL
119.12.17.0/24 #AS31242 TKPSA-AS, PL
119.12.22.0/23 #AS31242 TKPSA-AS, PL
119.12.28.0/22 #AS31242 TKPSA-AS, PL
178.219.20.0/22 #AS31242 TKPSA-AS, PL
178.219.24.0/24 #AS31242 TKPSA-AS, PL
178.219.31.0/24 #AS31242 TKPSA-AS, PL
185.54.184.0/22 #AS31242 TKPSA-AS, PL
185.157.236.0/22 #AS31242 TKPSA-AS, PL
188.117.128.0/18 #AS31242 TKPSA-AS, PL
192.150.83.0/24 #AS31242 TKPSA-AS, PL
193.16.229.0/24 #AS31242 TKPSA-AS, PL
193.43.148.0/24 #AS31242 TKPSA-AS, PL
193.106.244.0/22 #AS31242 TKPSA-AS, PL
193.150.165.0/24 #AS31242 TKPSA-AS, PL
193.151.100.0/22 #AS31242 TKPSA-AS, PL
194.63.128.0/22 #AS31242 TKPSA-AS, PL
194.110.127.0/24 #AS31242 TKPSA-AS, PL
194.150.96.0/22 #AS31242 TKPSA-AS, PL
195.95.164.0/24 #AS31242 TKPSA-AS, PL
195.128.242.0/23 #AS31242 TKPSA-AS, PL
195.242.68.0/23 #AS31242 TKPSA-AS, PL
213.179.72.0/22 #AS31242 TKPSA-AS, PL
194.117.228.0/23 #AS31267 STROEER-AS, PL
193.30.160.0/24 #AS31280 BPS-SA, PL
193.22.175.0/24 #AS31310 PL-AXIT-AS, PL
193.151.68.0/22 #AS31381 WSIZ-AS, PL
195.137.246.0/23 #AS31409 SELTELECOM-NET, PL
91.215.80.0/22 #AS31412 SMTVSAT-ASTRAL-AS, PL
193.151.76.0/22 #AS31412 SMTVSAT-ASTRAL-AS, PL
193.238.64.0/22 #AS31412 SMTVSAT-ASTRAL-AS, PL
194.106.210.0/23 #AS31412 SMTVSAT-ASTRAL-AS, PL
77.89.64.0/18 #AS31423 PROMAX-AS, PL
87.248.64.0/19 #AS31423 PROMAX-AS, PL
185.22.8.0/22 #AS31423 PROMAX-AS, PL
193.151.96.0/22 #AS31423 PROMAX-AS, PL
194.106.214.0/23 #AS31423 PROMAX-AS, PL
217.173.0.0/20 #AS31423 PROMAX-AS, PL
195.128.228.0/23 #AS31431 INTERCARS, PL
193.23.61.0/24 #AS31434 WINKOWSKI-NET-POLAND-AS ul.Okrzei 5, PL
83.151.32.0/20 #AS31505 DUNA-AS, PL
193.16.107.0/24 #AS31528 BOSBANK-AS, PL
194.24.238.0/23 #AS31540 AQUANET-, PL
193.16.240.0/24 #AS31599 RIMCO, PL
91.198.16.0/24 #AS31604 INTERTELE-AS, PL
193.22.91.0/24 #AS31604 INTERTELE-AS, PL
194.42.120.0/23 #AS31604 INTERTELE-AS, PL
195.128.28.0/22 #AS31604 INTERTELE-AS, PL
84.205.0.0/19 #AS31608 GAWEX-AS Plac Wolnosci 11 Szczecinek, PL
89.239.64.0/18 #AS31608 GAWEX-AS Plac Wolnosci 11 Szczecinek, PL
91.227.80.0/22 #AS31608 GAWEX-AS Plac Wolnosci 11 Szczecinek, PL
185.111.132.0/22 #AS31608 GAWEX-AS Plac Wolnosci 11 Szczecinek, PL
188.114.70.0/23 #AS31608 GAWEX-AS Plac Wolnosci 11 Szczecinek, PL
188.114.72.0/22 #AS31608 GAWEX-AS Plac Wolnosci 11 Szczecinek, PL
188.164.144.0/21 #AS31608 GAWEX-AS Plac Wolnosci 11 Szczecinek, PL
193.203.44.0/22 #AS31608 GAWEX-AS Plac Wolnosci 11 Szczecinek, PL
193.238.168.0/23 #AS31608 GAWEX-AS Plac Wolnosci 11 Szczecinek, PL
195.90.126.0/23 #AS31608 GAWEX-AS Plac Wolnosci 11 Szczecinek, PL
91.194.188.0/23 #AS31621 QXL-NET-POLAND-AS, PL
178.21.152.0/21 #AS31621 QXL-NET-POLAND-AS, PL
185.31.24.0/22 #AS31621 QXL-NET-POLAND-AS, PL
193.23.48.0/24 #AS31621 QXL-NET-POLAND-AS, PL
194.0.251.0/24 #AS31621 QXL-NET-POLAND-AS, PL
192.175.48.1/32 #AS31623 WLNET, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
95.215.52.0/22 #AS31628 ROBBO-AS, PL
194.106.192.0/23 #AS31628 ROBBO-AS, PL
195.93.202.0/23 #AS31628 ROBBO-AS, PL
195.234.40.0/24 #AS31628 ROBBO-AS, PL
194.42.116.0/23 #AS31646 ASN-WSHE, PL
91.225.64.0/22 #AS31683 ZMPG-AS, PL
194.150.246.0/23 #AS31683 ZMPG-AS, PL
195.182.206.0/23 #AS31683 ZMPG-AS, PL
192.175.48.1/32 #AS33795 KROBE-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
193.35.47.0/24 #AS33807 INTERSYS-AS, PL
193.28.187.0/24 #AS33826 ORBIS-AS, PL
83.142.152.0/21 #AS33838 BETANET-AS, PL
193.16.99.0/24 #AS33838 BETANET-AS, PL
193.138.136.0/22 #AS33838 BETANET-AS, PL
194.150.100.0/22 #AS33838 BETANET-AS, PL
91.207.186.0/23 #AS33868 IDC, PL
185.6.2.0/24 #AS33868 IDC, PL
193.23.54.0/24 #AS33868 IDC, PL
194.24.164.0/23 #AS33868 IDC, PL
192.175.48.1/32 #AS33869 TOSA-POLAND-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
171.25.231.0/24 #AS33895 PL-TSYSTEMS, PL
194.6.241.0/24 #AS33895 PL-TSYSTEMS, PL
217.153.122.0/24 #AS33895 PL-TSYSTEMS, PL
194.6.245.0/24 #AS33900 TPSA-MPLSNET-AS, PL
91.90.160.0/24 #AS33901 CONNECTA-AS, PL
91.90.172.0/22 #AS33901 CONNECTA-AS, PL
94.246.128.0/18 #AS33923 ART-COM, PL
185.183.236.0/22 #AS33923 ART-COM, PL
194.6.246.0/24 #AS33923 ART-COM, PL
194.145.184.0/22 #AS33923 ART-COM, PL
91.193.96.0/22 #AS33951 FORWEB Local internet provider city Lodz in Poland, PL
95.175.0.0/19 #AS33951 FORWEB Local internet provider city Lodz in Poland, PL
193.239.206.0/23 #AS33951 FORWEB Local internet provider city Lodz in Poland, PL
194.63.132.0/22 #AS33951 FORWEB Local internet provider city Lodz in Poland, PL
217.11.135.0/24 #AS33951 FORWEB Local internet provider city Lodz in Poland, PL
194.61.68.0/22 #AS33985 ASN-RUDCOM, PL
195.69.124.0/22 #AS33990 PROKOM-AS, PL
195.245.69.0/24 #AS33990 PROKOM-AS, PL
193.26.25.0/24 #AS33996 PEKAOLIF-AS, PL
193.17.203.0/24 #AS34045 MCXSYSTEMS-AS, PL
193.17.212.0/24 #AS34069 RADIOGDANSK-AS, PL
213.73.13.0/24 #AS34076 ZETO-NET, PL
213.73.14.0/24 #AS34076 ZETO-NET, PL
81.30.130.0/23 #AS34169 MEDIA-COM-TYCHY, PL
81.30.132.0/22 #AS34169 MEDIA-COM-TYCHY, PL
83.142.120.0/21 #AS34169 MEDIA-COM-TYCHY, PL
193.187.176.0/22 #AS34169 MEDIA-COM-TYCHY, PL
193.242.100.0/24 #AS34199 EFL-AS, PL
194.88.3.0/24 #AS34208 ZMP-GDANSK-AS, PL
195.95.234.0/23 #AS34208 ZMP-GDANSK-AS, PL
192.175.48.1/32 #AS34209 EQUINIX-FABRIC-JN, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
194.145.229.0/24 #AS34212 PL-KULCZYKTR-AS Krancowa 44, 61-037 Poznan, Poland, PL
193.108.124.0/22 #AS34252 CELESTYNET-AS, PL
194.247.0.0/23 #AS34252 CELESTYNET-AS, PL
83.142.184.0/21 #AS34254 HORNET-AS, PL
185.70.180.0/22 #AS34254 HORNET-AS, PL
185.232.116.0/24 #AS34254 HORNET-AS, PL
217.8.175.0/24 #AS34254 HORNET-AS, PL
192.175.48.1/32 #AS34275 GHNET-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.209.199.0/24 #AS34284 ASSECOBS-CPDL, PL
193.138.208.0/22 #AS34284 ASSECOBS-CPDL, PL
195.189.85.0/24 #AS34284 ASSECOBS-CPDL, PL
195.189.86.0/23 #AS34284 ASSECOBS-CPDL, PL
195.242.92.0/23 #AS34324 NETLINK-AS ul. Korabnicka 9, 32-050 Skawina, Poland, PL
193.43.77.0/24 #AS34330 PSG-AS-ZA, PL
37.26.192.0/21 #AS34337 ELPOS, PL
85.193.192.0/18 #AS34337 ELPOS, PL
145.237.0.0/16 #AS34339 POLFIN-AS, PL
77.79.244.0/22 #AS34342 ATMAN, PL
85.232.248.0/24 #AS34342 ATMAN, PL
128.204.220.0/23 #AS34342 ATMAN, PL
185.2.112.0/22 #AS34342 ATMAN, PL
195.167.156.0/23 #AS34342 ATMAN, PL
93.157.96.0/21 #AS34360 OGICOM, PL
213.108.56.0/21 #AS34360 OGICOM, PL
81.95.195.0/24 #AS34390 NTELEKOM-AS-PON, PL
81.95.197.0/24 #AS34390 NTELEKOM-AS-PON, PL
81.95.198.0/24 #AS34390 NTELEKOM-AS-PON, PL
91.192.56.0/22 #AS34393 SYSTEL-AS, PL
91.218.241.0/24 #AS34393 SYSTEL-AS, PL
95.215.20.0/22 #AS34393 SYSTEL-AS, PL
95.215.24.0/21 #AS34393 SYSTEL-AS, PL
195.177.64.0/22 #AS34393 SYSTEL-AS, PL
195.177.84.0/22 #AS34393 SYSTEL-AS, PL
91.203.52.0/22 #AS34402 INFOPLUS-AS, PL
91.227.56.0/22 #AS34402 INFOPLUS-AS, PL
195.225.76.0/22 #AS34402 INFOPLUS-AS, PL
78.24.160.0/21 #AS34409 POLSKAPRESS-AS, PL
193.151.36.0/23 #AS34409 POLSKAPRESS-AS, PL
193.151.38.0/24 #AS34409 POLSKAPRESS-AS, PL
195.8.99.0/24 #AS34409 POLSKAPRESS-AS, PL
195.8.101.0/24 #AS34424 PGNIG-AS, PL
195.8.106.0/24 #AS34431 OPTEAM-AS, PL
91.211.100.0/22 #AS34494 PL-LUKMAN-, PL
84.205.160.0/24 #AS34509 BMJ-AS, PL
83.175.144.0/20 #AS34525 KOBA-AS Polish ISP, PL
91.224.120.0/23 #AS34525 KOBA-AS Polish ISP, PL
109.231.0.0/18 #AS34525 KOBA-AS Polish ISP, PL
185.13.232.0/22 #AS34525 KOBA-AS Polish ISP, PL
185.125.5.0/24 #AS34525 KOBA-AS Polish ISP, PL
77.87.75.0/24 #AS34530 ACL_CDL, PL
194.126.216.0/24 #AS34530 ACL_CDL, PL
213.222.198.0/23 #AS34530 ACL_CDL, PL
213.222.220.0/22 #AS34530 ACL_CDL, PL
193.238.12.0/22 #AS34544 PL-AS-3PL 3.PL s.c., PL
192.175.48.1/32 #AS34546 DFQS-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS34566 ARTNET, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
193.29.254.0/24 #AS34600 AS6GNET, PL
193.30.1.0/24 #AS34600 AS6GNET, PL
193.30.2.0/24 #AS34600 AS6GNET, PL
193.30.5.0/24 #AS34600 AS6GNET, PL
217.113.144.0/21 #AS34604 PULMAN-COM-AS, PL
195.238.228.0/24 #AS34637 BZE-AS, PL
192.175.48.1/32 #AS34651 KOYTO-PL-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
178.16.119.0/24 #AS34656 COMPENSA-AS, PL
195.238.227.0/24 #AS34656 COMPENSA-AS, PL
193.53.255.0/24 #AS34719 PL-4EVERNET-AS, PL
195.95.129.0/24 #AS34719 PL-4EVERNET-AS, PL
195.238.245.0/24 #AS34730 BGK-AS, PL
193.188.0.0/24 #AS34789 COMP-AS, PL
195.245.68.0/24 #AS34789 COMP-AS, PL
193.238.170.0/23 #AS34805 COMDREV-AS, PL
195.187.130.0/24 #AS34826 AUTOPAY-AS, PL
195.187.142.0/24 #AS34826 AUTOPAY-AS, PL
45.158.72.0/22 #AS34835 PADUCHNET-AS, PL
155.133.123.0/24 #AS34844 ELART, PL
193.34.158.0/23 #AS34844 ELART, PL
193.238.180.0/22 #AS34844 ELART, PL
193.9.121.0/24 #AS34845 BILLBIRD-AS, PL
195.93.230.0/24 #AS34845 BILLBIRD-AS, PL
91.237.138.0/23 #AS34891 UM-WARSZAWA-AS pl. Bankowy 35, PL
194.30.179.0/24 #AS34891 UM-WARSZAWA-AS pl. Bankowy 35, PL
194.30.164.0/24 #AS34902 ENERGIAPRO-AS, PL
45.130.208.0/22 #AS34903 AS_OCHK_, PL
82.177.18.0/24 #AS34903 AS_OCHK_, PL
147.78.118.0/24 #AS34907 IP-SERVICES-AS, PL
185.62.1.0/24 #AS34907 IP-SERVICES-AS, PL
193.3.162.0/24 #AS34907 IP-SERVICES-AS, PL
194.31.232.0/24 #AS34907 IP-SERVICES-AS, PL
195.245.200.0/24 #AS34907 IP-SERVICES-AS, PL
84.38.208.0/20 #AS34937 OTVK-AS, PL
89.200.208.0/21 #AS34937 OTVK-AS, PL
195.68.232.0/23 #AS34937 OTVK-AS, PL
84.234.112.0/24 #AS34969 PRESTIZ-AS, PL
193.104.166.0/24 #AS34986 KNF-AS, PL
46.231.152.0/21 #AS34999 PROINTERNET-AS ul. Leborska 23B, PL
185.112.116.0/22 #AS34999 PROINTERNET-AS ul. Leborska 23B, PL
188.124.160.0/19 #AS34999 PROINTERNET-AS ul. Leborska 23B, PL
2.58.218.0/23 #AS35007 MICONET-AS, PL
5.252.213.0/24 #AS35007 MICONET-AS, PL
81.30.128.0/23 #AS35007 MICONET-AS, PL
81.30.138.0/23 #AS35007 MICONET-AS, PL
83.168.118.0/23 #AS35007 MICONET-AS, PL
91.201.120.0/22 #AS35007 MICONET-AS, PL
93.157.112.0/21 #AS35007 MICONET-AS, PL
185.6.112.0/22 #AS35007 MICONET-AS, PL
185.221.80.0/22 #AS35007 MICONET-AS, PL
185.253.232.0/24 #AS35007 MICONET-AS, PL
193.22.22.0/24 #AS35007 MICONET-AS, PL
193.56.208.0/24 #AS35007 MICONET-AS, PL
193.56.224.0/24 #AS35007 MICONET-AS, PL
193.163.202.0/24 #AS35007 MICONET-AS, PL
195.22.118.0/24 #AS35007 MICONET-AS, PL
195.160.184.0/23 #AS35007 MICONET-AS, PL
195.225.36.0/23 #AS35007 MICONET-AS, PL
91.213.137.0/24 #AS35060 PAYTEL-AS, PL
31.7.40.0/21 #AS35063 TKCHOPIN-AS, PL
46.29.144.0/21 #AS35063 TKCHOPIN-AS, PL
85.237.160.0/19 #AS35063 TKCHOPIN-AS, PL
185.18.140.0/22 #AS35063 TKCHOPIN-AS, PL
212.109.160.0/21 #AS35063 TKCHOPIN-AS, PL
217.171.48.0/20 #AS35063 TKCHOPIN-AS, PL
91.212.84.0/24 #AS35115 BESTGOPL-WROCLAW ******** EPIX *************************************, PL
195.136.68.0/23 #AS35115 BESTGOPL-WROCLAW ******** EPIX *************************************, PL
195.136.74.0/23 #AS35115 BESTGOPL-WROCLAW ******** EPIX *************************************, PL
195.136.80.0/22 #AS35115 BESTGOPL-WROCLAW ******** EPIX *************************************, PL
195.136.96.0/22 #AS35115 BESTGOPL-WROCLAW ******** EPIX *************************************, PL
195.136.188.0/23 #AS35115 BESTGOPL-WROCLAW ******** EPIX *************************************, PL
213.5.40.0/21 #AS35115 BESTGOPL-WROCLAW ******** EPIX *************************************, PL
193.202.117.0/24 #AS35124 INFINITE-AS, PL
193.227.131.0/24 #AS35126 UKE-AS, PL
81.186.224.0/20 #AS35174 NFB-AS, PL
83.143.128.0/21 #AS35174 NFB-AS, PL
91.198.177.0/24 #AS35174 NFB-AS, PL
91.229.68.0/22 #AS35174 NFB-AS, PL
79.110.192.0/20 #AS35179 KORBANK-AS Korbank S. A., PL
83.168.64.0/22 #AS35179 KORBANK-AS Korbank S. A., PL
83.168.71.0/24 #AS35179 KORBANK-AS Korbank S. A., PL
83.168.72.0/21 #AS35179 KORBANK-AS Korbank S. A., PL
83.168.80.0/21 #AS35179 KORBANK-AS Korbank S. A., PL
83.168.88.0/22 #AS35179 KORBANK-AS Korbank S. A., PL
83.168.100.0/22 #AS35179 KORBANK-AS Korbank S. A., PL
83.168.104.0/24 #AS35179 KORBANK-AS Korbank S. A., PL
83.168.108.0/23 #AS35179 KORBANK-AS Korbank S. A., PL
83.168.111.0/24 #AS35179 KORBANK-AS Korbank S. A., PL
83.168.114.0/23 #AS35179 KORBANK-AS Korbank S. A., PL
83.168.116.0/23 #AS35179 KORBANK-AS Korbank S. A., PL
83.168.120.0/23 #AS35179 KORBANK-AS Korbank S. A., PL
83.168.126.0/23 #AS35179 KORBANK-AS Korbank S. A., PL
89.42.173.0/24 #AS35179 KORBANK-AS Korbank S. A., PL
92.112.10.0/23 #AS35179 KORBANK-AS Korbank S. A., PL
92.112.70.0/24 #AS35179 KORBANK-AS Korbank S. A., PL
185.5.216.0/22 #AS35179 KORBANK-AS Korbank S. A., PL
185.49.29.0/24 #AS35179 KORBANK-AS Korbank S. A., PL
185.49.30.0/23 #AS35179 KORBANK-AS Korbank S. A., PL
185.203.128.0/22 #AS35179 KORBANK-AS Korbank S. A., PL
193.239.56.0/22 #AS35179 KORBANK-AS Korbank S. A., PL
212.127.78.0/24 #AS35179 KORBANK-AS Korbank S. A., PL
212.127.88.0/21 #AS35179 KORBANK-AS Korbank S. A., PL
213.109.46.0/23 #AS35179 KORBANK-AS Korbank S. A., PL
194.213.1.0/24 #AS35187 PCT-AS, PL
77.45.0.0/17 #AS35191 ASTA-NET, PL
86.63.64.0/18 #AS35191 ASTA-NET, PL
109.199.64.0/19 #AS35191 ASTA-NET, PL
185.21.84.0/22 #AS35191 ASTA-NET, PL
193.238.200.0/22 #AS35198 TOMMEDIA-AS, PL
91.223.64.0/24 #AS35199 ENFORMATEL-AS, PL
178.219.16.0/22 #AS35199 ENFORMATEL-AS, PL
185.214.67.0/24 #AS35199 ENFORMATEL-AS, PL
185.226.98.0/24 #AS35199 ENFORMATEL-AS, PL
193.19.164.0/22 #AS35199 ENFORMATEL-AS, PL
193.47.151.0/24 #AS35209 RADIO-OPOLE-AS, PL
193.239.80.0/22 #AS35215 MERITA, PL
83.143.160.0/21 #AS35229 EBOX-AS, PL
192.175.48.1/32 #AS35253 ASN-EXATEL EXATEL SA, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
193.109.209.0/24 #AS35274 NPLAY-AS NPLAY.PL, Lublin, Poland, PL
91.223.225.0/24 #AS35275 KONSALNET-AS, PL
193.223.0.0/24 #AS35281 E-TELBANK-AS, PL
195.136.198.0/23 #AS35281 E-TELBANK-AS, PL
193.239.124.0/22 #AS35306 RENE-AS, PL
91.233.184.0/22 #AS35318 INTERCOM, PL
194.56.211.0/24 #AS35337 ACTION-AS, PL
192.175.48.1/32 #AS35342 ASTER-SERVICES, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
194.187.52.0/23 #AS35355 COMPINET-AS, PL
37.123.200.0/21 #AS35378 SATFILM-AS, PL
77.91.0.0/18 #AS35378 SATFILM-AS, PL
89.150.50.0/24 #AS35378 SATFILM-AS, PL
95.171.96.0/19 #AS35378 SATFILM-AS, PL
176.241.72.0/21 #AS35378 SATFILM-AS, PL
185.14.112.0/22 #AS35378 SATFILM-AS, PL
194.164.13.0/24 #AS35378 SATFILM-AS, PL
195.136.116.0/22 #AS35378 SATFILM-AS, PL
185.211.28.0/23 #AS35398 UNIQAL-VL-AS, PL
185.13.172.0/24 #AS35408 TRANSEU_WROC Trans.EU Group S.A., PL
45.8.254.0/24 #AS35409 TUCHA, PL
193.223.98.0/24 #AS35409 TUCHA, PL
195.3.204.0/22 #AS35409 TUCHA, PL
83.230.0.0/19 #AS35434 PIRXNET-AS, PL
83.230.32.0/20 #AS35434 PIRXNET-AS, PL
83.230.48.0/22 #AS35434 PIRXNET-AS, PL
91.222.212.0/22 #AS35434 PIRXNET-AS, PL
91.230.180.0/24 #AS35434 PIRXNET-AS, PL
93.95.88.0/21 #AS35434 PIRXNET-AS, PL
185.69.20.0/22 #AS35434 PIRXNET-AS, PL
188.123.192.0/19 #AS35434 PIRXNET-AS, PL
193.47.247.0/24 #AS35434 PIRXNET-AS, PL
195.82.160.0/21 #AS35434 PIRXNET-AS, PL
195.82.168.0/22 #AS35434 PIRXNET-AS, PL
195.82.172.0/23 #AS35434 PIRXNET-AS, PL
195.82.176.0/21 #AS35434 PIRXNET-AS, PL
195.82.188.0/22 #AS35434 PIRXNET-AS, PL
195.242.128.0/23 #AS35434 PIRXNET-AS, PL
212.106.138.0/23 #AS35434 PIRXNET-AS, PL
212.106.160.0/21 #AS35434 PIRXNET-AS, PL
213.227.72.0/22 #AS35434 PIRXNET-AS, PL
217.73.176.0/20 #AS35434 PIRXNET-AS, PL
82.177.224.0/20 #AS35463 PSM-AS, PL
93.175.160.0/20 #AS35463 PSM-AS, PL
46.148.64.0/20 #AS35491 TPNETS, PL
91.192.120.0/22 #AS35491 TPNETS, PL
193.151.112.0/23 #AS35491 TPNETS, PL
193.151.114.0/24 #AS35491 TPNETS, PL
194.24.180.0/23 #AS35491 TPNETS, PL
192.175.48.1/32 #AS35498 PTIM-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
193.239.216.0/23 #AS35523 IDSLVIV-AS, PL
194.187.144.0/22 #AS35538 PROVIDERPL-AS, PL
193.43.228.0/22 #AS35585 KOMNET-AS, PL
194.24.174.0/23 #AS35585 KOMNET-AS, PL
192.175.48.1/32 #AS35628 PIONIER-AS-TP PIONIER, National Research and Education Network in Poland, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.239.75.0/24 #AS35671 ZPRMEDIA-ASN Warsaw, Poland, PL
212.180.184.0/24 #AS35671 ZPRMEDIA-ASN Warsaw, Poland, PL
158.75.128.0/17 #AS35686 TORMAN-COM Torun Regional Computer Network, PL
192.124.116.0/24 #AS35686 TORMAN-COM Torun Regional Computer Network, PL
192.135.254.0/24 #AS35686 TORMAN-COM Torun Regional Computer Network, PL
178.216.136.0/21 #AS35695 FALCON-AS, PL
194.79.24.0/22 #AS35720 M4U-AS, PL
37.131.160.0/20 #AS35745 PROVECTOR-AS, PL
46.20.48.0/20 #AS35745 PROVECTOR-AS, PL
91.206.108.0/23 #AS35745 PROVECTOR-AS, PL
93.175.128.0/20 #AS35745 PROVECTOR-AS, PL
128.127.80.0/20 #AS35745 PROVECTOR-AS, PL
185.15.232.0/22 #AS35745 PROVECTOR-AS, PL
188.125.224.0/19 #AS35745 PROVECTOR-AS, PL
213.109.32.0/20 #AS35745 PROVECTOR-AS, PL
194.88.128.0/23 #AS35752 ZABKA-PL-AS1, PL
87.101.16.0/20 #AS35760 PROXNET-AS, PL
91.196.12.0/23 #AS35760 PROXNET-AS, PL
195.12.32.0/22 #AS35785 ZEPTERIT-AS, PL
91.202.228.0/22 #AS35787 IC-AS, PL
91.219.120.0/22 #AS35787 IC-AS, PL
194.88.154.0/23 #AS35787 IC-AS, PL
195.136.32.0/23 #AS35787 IC-AS, PL
195.136.72.0/23 #AS35787 IC-AS, PL
91.209.95.0/24 #AS38921 ITAKA-AS, PL
83.142.136.0/21 #AS38923 OSIEDLOWA, PL
193.218.148.0/22 #AS38923 OSIEDLOWA, PL
194.54.16.0/22 #AS38923 OSIEDLOWA, PL
195.206.112.0/22 #AS38923 OSIEDLOWA, PL
87.239.40.0/21 #AS38942 GRONET-AS, PL
192.175.48.1/32 #AS38944 LANET-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
37.72.120.0/21 #AS38987 OST-ASN Spoldzielnia Telekomuniacyjna OST, PL
62.133.128.0/19 #AS38987 OST-ASN Spoldzielnia Telekomuniacyjna OST, PL
168.222.232.0/22 #AS38987 OST-ASN Spoldzielnia Telekomuniacyjna OST, PL
185.13.184.0/22 #AS38987 OST-ASN Spoldzielnia Telekomuniacyjna OST, PL
195.14.3.0/24 #AS38991 PFS, PL
195.14.11.0/24 #AS39014 KAMIS, PL
5.134.68.0/22 #AS39039 STANSAT, PL
46.31.36.0/22 #AS39039 STANSAT, PL
77.95.48.0/21 #AS39039 STANSAT, PL
83.243.32.0/21 #AS39039 STANSAT, PL
185.170.32.0/22 #AS39039 STANSAT, PL
193.34.204.0/24 #AS39041 CDSM, PL
195.66.68.0/24 #AS39085 TZMO-AS, PL
195.66.86.0/24 #AS39109 URPL-AS, PL
82.177.253.0/24 #AS39112 BIK-AS, PL
195.66.88.0/24 #AS39112 BIK-AS, PL
193.22.252.0/24 #AS39133 AIGC-AS, PL
83.142.40.0/21 #AS39168 HOSTINGCENTER-AS Hosting Center Autonomous System, PL
195.182.9.0/24 #AS39171 GW-AS Centrum Uslug Informatycznych, PL
162.27.160.0/23 #AS39174 RRD-AS, PL
195.182.23.0/24 #AS39198 PTI-AS, PL
194.165.41.0/24 #AS39219 ENEA-AS, PL
194.165.54.0/24 #AS39243 PERN, PL
91.217.217.0/24 #AS39255 PGG-SA, PL
195.72.148.0/22 #AS39255 PGG-SA, PL
195.250.37.0/24 #AS39261 LPP-AS, PL
46.21.208.0/20 #AS39288 VTELECOM, PL
94.232.152.0/21 #AS39288 VTELECOM, PL
158.255.88.0/22 #AS39288 VTELECOM, PL
158.255.92.0/23 #AS39288 VTELECOM, PL
158.255.94.0/24 #AS39288 VTELECOM, PL
193.138.118.0/24 #AS39288 VTELECOM, PL
79.98.144.0/21 #AS39310 NITRONET, PL
185.56.188.0/24 #AS39310 NITRONET, PL
195.90.106.0/23 #AS39310 NITRONET, PL
89.161.0.0/18 #AS39375 TPODLASIE, PL
89.161.64.0/19 #AS39375 TPODLASIE, PL
89.161.96.0/21 #AS39375 TPODLASIE, PL
89.161.104.0/22 #AS39375 TPODLASIE, PL
89.161.108.0/23 #AS39375 TPODLASIE, PL
185.212.40.0/22 #AS39375 TPODLASIE, PL
193.84.246.0/24 #AS39403 CMCZAWIERCIE-AS, PL
