80.76.64.0/20 #AS20924 LUTECH-ICTEAM, IT
185.156.132.0/22 #AS20924 LUTECH-ICTEAM, IT
62.128.64.0/20 #AS20942 ISP-ASN2, IT
62.221.184.0/21 #AS20942 ISP-ASN2, IT
193.41.198.0/24 #AS20942 ISP-ASN2, IT
193.41.236.0/24 #AS20942 ISP-ASN2, IT
193.203.232.0/22 #AS20942 ISP-ASN2, IT
194.29.68.0/23 #AS20958 SIGMA-IT-AS, IT
185.100.124.0/22 #AS20959 TELECOM-ITALIA-DATA-COM, IT
195.32.0.0/23 #AS20972 OFFICINE-AS Cassino FR - ITALY, IT
195.32.107.0/24 #AS20972 OFFICINE-AS Cassino FR - ITALY, IT
138.66.0.0/16 #AS20981 ASINNOVAPUGLIA www.innova.puglia.it, IT
195.32.28.0/22 #AS20992 IDP-AS Via Dei Confini, 6, IT
193.108.205.0/24 #AS21006 PDR-AS, IT
193.108.204.0/24 #AS21014 GRTN-AS, IT
185.2.146.0/23 #AS21034 MICSO-SRL-AS Via Tiburtina Valeria, 3183, IT
185.179.103.0/24 #AS21034 MICSO-SRL-AS Via Tiburtina Valeria, 3183, IT
195.32.69.0/24 #AS21034 MICSO-SRL-AS Via Tiburtina Valeria, 3183, IT
195.32.80.0/20 #AS21034 MICSO-SRL-AS Via Tiburtina Valeria, 3183, IT
212.43.96.0/19 #AS21034 MICSO-SRL-AS Via Tiburtina Valeria, 3183, IT
45.84.140.0/22 #AS21056 ASN-WELCOMEITALIA, IT
45.143.36.0/22 #AS21056 ASN-WELCOMEITALIA, IT
45.151.12.0/22 #AS21056 ASN-WELCOMEITALIA, IT
45.151.64.0/22 #AS21056 ASN-WELCOMEITALIA, IT
46.44.192.0/18 #AS21056 ASN-WELCOMEITALIA, IT
78.152.96.0/19 #AS21056 ASN-WELCOMEITALIA, IT
79.135.32.0/19 #AS21056 ASN-WELCOMEITALIA, IT
80.93.128.0/20 #AS21056 ASN-WELCOMEITALIA, IT
83.137.56.0/21 #AS21056 ASN-WELCOMEITALIA, IT
87.247.232.0/21 #AS21056 ASN-WELCOMEITALIA, IT
91.143.192.0/20 #AS21056 ASN-WELCOMEITALIA, IT
91.201.104.0/24 #AS21056 ASN-WELCOMEITALIA, IT
91.242.230.0/24 #AS21056 ASN-WELCOMEITALIA, IT
94.138.160.0/19 #AS21056 ASN-WELCOMEITALIA, IT
103.26.124.0/22 #AS21056 ASN-WELCOMEITALIA, IT
103.43.232.0/22 #AS21056 ASN-WELCOMEITALIA, IT
103.61.184.0/22 #AS21056 ASN-WELCOMEITALIA, IT
103.248.184.0/22 #AS21056 ASN-WELCOMEITALIA, IT
109.122.208.0/21 #AS21056 ASN-WELCOMEITALIA, IT
144.48.192.0/22 #AS21056 ASN-WELCOMEITALIA, IT
185.97.216.0/22 #AS21056 ASN-WELCOMEITALIA, IT
185.125.64.0/22 #AS21056 ASN-WELCOMEITALIA, IT
185.158.116.0/22 #AS21056 ASN-WELCOMEITALIA, IT
185.170.36.0/22 #AS21056 ASN-WELCOMEITALIA, IT
185.224.60.0/22 #AS21056 ASN-WELCOMEITALIA, IT
185.224.104.0/22 #AS21056 ASN-WELCOMEITALIA, IT
185.230.92.0/22 #AS21056 ASN-WELCOMEITALIA, IT
185.230.192.0/22 #AS21056 ASN-WELCOMEITALIA, IT
185.230.232.0/22 #AS21056 ASN-WELCOMEITALIA, IT
185.231.160.0/22 #AS21056 ASN-WELCOMEITALIA, IT
185.234.164.0/22 #AS21056 ASN-WELCOMEITALIA, IT
185.241.20.0/22 #AS21056 ASN-WELCOMEITALIA, IT
188.240.32.0/22 #AS21056 ASN-WELCOMEITALIA, IT
193.124.240.0/22 #AS21056 ASN-WELCOMEITALIA, IT
194.58.216.0/22 #AS21056 ASN-WELCOMEITALIA, IT
213.182.64.0/19 #AS21056 ASN-WELCOMEITALIA, IT
80.83.160.0/21 #AS21058 ASN-NETWORKSISTEMI, IT
80.83.168.0/23 #AS21058 ASN-NETWORKSISTEMI, IT
80.83.171.0/24 #AS21058 ASN-NETWORKSISTEMI, IT
80.83.172.0/22 #AS21058 ASN-NETWORKSISTEMI, IT
162.25.64.0/23 #AS21074 ASN-AT-VR22, IT
92.245.188.0/24 #AS21086 TELEMEDIANET-CONSULTAREA, IT
92.245.190.0/23 #AS21086 TELEMEDIANET-CONSULTAREA, IT
193.109.40.0/21 #AS21086 TELEMEDIANET-CONSULTAREA, IT
91.240.230.0/23 #AS21101 SISTEMIUNO-AS ASP - Application Service Provider, IT
94.143.96.0/23 #AS21101 SISTEMIUNO-AS ASP - Application Service Provider, IT
94.143.98.0/24 #AS21101 SISTEMIUNO-AS ASP - Application Service Provider, IT
94.143.100.0/22 #AS21101 SISTEMIUNO-AS ASP - Application Service Provider, IT
185.5.94.0/23 #AS21101 SISTEMIUNO-AS ASP - Application Service Provider, IT
193.109.32.0/21 #AS21101 SISTEMIUNO-AS ASP - Application Service Provider, IT
193.150.112.0/24 #AS21101 SISTEMIUNO-AS ASP - Application Service Provider, IT
193.109.104.0/23 #AS21134 ASN-DATAMANAGEMENT-RM, IT
193.109.106.0/24 #AS21134 ASN-DATAMANAGEMENT-RM, IT
37.114.8.0/21 #AS21176 ASN-DEBIS, IT
77.241.208.0/20 #AS21176 ASN-DEBIS, IT
91.109.56.0/21 #AS21176 ASN-DEBIS, IT
109.232.32.0/21 #AS21176 ASN-DEBIS, IT
161.27.0.0/16 #AS21176 ASN-DEBIS, IT
193.109.200.0/21 #AS21176 ASN-DEBIS, IT
193.178.216.0/24 #AS21176 ASN-DEBIS, IT
193.178.234.0/23 #AS21176 ASN-DEBIS, IT
193.178.244.0/22 #AS21176 ASN-DEBIS, IT
194.105.57.0/24 #AS21176 ASN-DEBIS, IT
194.153.172.0/22 #AS21176 ASN-DEBIS, IT
217.172.0.0/20 #AS21176 ASN-DEBIS, IT
5.63.136.0/21 #AS21309 CASAWEB-AS Via Molino Rosso 8 IMOLA BO ITALY, IT
31.216.240.0/20 #AS21309 CASAWEB-AS Via Molino Rosso 8 IMOLA BO ITALY, IT
77.89.0.0/18 #AS21309 CASAWEB-AS Via Molino Rosso 8 IMOLA BO ITALY, IT
80.86.144.0/20 #AS21309 CASAWEB-AS Via Molino Rosso 8 IMOLA BO ITALY, IT
83.216.160.0/19 #AS21309 CASAWEB-AS Via Molino Rosso 8 IMOLA BO ITALY, IT
86.110.128.0/19 #AS21309 CASAWEB-AS Via Molino Rosso 8 IMOLA BO ITALY, IT
185.123.8.0/22 #AS21309 CASAWEB-AS Via Molino Rosso 8 IMOLA BO ITALY, IT
185.182.196.0/22 #AS21309 CASAWEB-AS Via Molino Rosso 8 IMOLA BO ITALY, IT
185.239.96.0/22 #AS21309 CASAWEB-AS Via Molino Rosso 8 IMOLA BO ITALY, IT
188.125.96.0/19 #AS21309 CASAWEB-AS Via Molino Rosso 8 IMOLA BO ITALY, IT
213.174.160.0/19 #AS21309 CASAWEB-AS Via Molino Rosso 8 IMOLA BO ITALY, IT
213.209.192.0/18 #AS21309 CASAWEB-AS Via Molino Rosso 8 IMOLA BO ITALY, IT
217.113.208.0/20 #AS21333 INVA-AS, IT
77.74.144.0/24 #AS21429 SICOB, IT
213.218.32.0/19 #AS21451 SELLA-AS, IT
80.252.224.0/20 #AS21454 ENET-AS, IT
185.173.239.0/24 #AS21454 ENET-AS, IT
188.214.198.0/24 #AS21454 ENET-AS, IT
195.74.75.0/24 #AS21454 ENET-AS, IT
80.252.192.0/20 #AS21469 CREDEM-AS, IT
2.156.0.0/14 #AS24608 WINDTRE-AS, IT
5.84.0.0/14 #AS24608 WINDTRE-AS, IT
31.188.0.0/15 #AS24608 WINDTRE-AS, IT
37.226.0.0/15 #AS24608 WINDTRE-AS, IT
62.13.160.0/19 #AS24608 WINDTRE-AS, IT
94.160.0.0/13 #AS24608 WINDTRE-AS, IT
185.97.108.0/22 #AS24608 WINDTRE-AS, IT
193.111.20.0/23 #AS24717 ASM-SETTIMO-ASN, IT
86.106.188.0/22 #AS24749 ASIMANTOVA-AS TEANET Mantova - 46100 - MANTOVA - ITALY, IT
185.70.148.0/22 #AS24749 ASIMANTOVA-AS TEANET Mantova - 46100 - MANTOVA - ITALY, IT
141.86.96.0/24 #AS24771 IVECO-AS, IT
159.61.80.0/24 #AS24771 IVECO-AS, IT
160.220.0.0/16 #AS24771 IVECO-AS, IT
193.111.70.0/23 #AS24780 AUTOSTRADE-AS, IT
185.33.108.0/22 #AS24796 NAMEX-IXP Rome Internet eXchange point, IT
193.24.29.0/24 #AS24796 NAMEX-IXP Rome Internet eXchange point, IT
193.201.40.0/24 #AS24796 NAMEX-IXP Rome Internet eXchange point, IT
81.24.224.0/20 #AS24817 IFINET-AS, IT
195.66.8.0/21 #AS24869 ASN-PCM-, IT
81.27.128.0/20 #AS24880 EPRESS-AS Milano - Italy, IT
89.31.72.0/21 #AS24994 GENESYS-AS, IT
151.11.48.0/22 #AS24994 GENESYS-AS, IT
151.11.52.0/23 #AS24994 GENESYS-AS, IT
154.56.201.0/24 #AS24994 GENESYS-AS, IT
185.5.208.0/22 #AS24994 GENESYS-AS, IT
194.242.61.0/24 #AS24994 GENESYS-AS, IT
212.54.224.0/21 #AS24994 GENESYS-AS, IT
192.175.48.1/32 #AS25002 LINEACOM-AS, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
85.89.128.0/19 #AS25156 INRETE-AS, IT
195.234.232.0/22 #AS25300 VEM-SISTEMI, IT
212.94.128.0/19 #AS25301 WINDNET-AS, IT
81.201.0.0/20 #AS25305 ALBEDO-AS, IT
194.116.99.0/24 #AS25309 TOP-IX_RS AS for TOP-IX Route Servers, IT
81.200.224.0/21 #AS25350 ASN-NUOVOPIGNONE, IT
81.200.232.0/23 #AS25350 ASN-NUOVOPIGNONE, IT
87.250.64.0/19 #AS25488 COMUNE-NOVARA-AS, IT
62.108.224.0/19 #AS25518 ZUCCHETTI-AS, IT
92.119.224.0/22 #AS25518 ZUCCHETTI-AS, IT
80.82.0.0/20 #AS25569 INFOCAMERE-AS Infocamere represents the community of the Italian Chambers of, IT
213.171.96.0/19 #AS28675 AGSMTEL-AS, IT
45.89.180.0/22 #AS28716 RETELIT-AS Internet Service Provider, IT
46.183.232.0/21 #AS28716 RETELIT-AS Internet Service Provider, IT
46.243.32.0/21 #AS28716 RETELIT-AS Internet Service Provider, IT
77.83.12.0/22 #AS28716 RETELIT-AS Internet Service Provider, IT
77.95.136.0/21 #AS28716 RETELIT-AS Internet Service Provider, IT
78.159.192.0/21 #AS28716 RETELIT-AS Internet Service Provider, IT
78.159.216.0/21 #AS28716 RETELIT-AS Internet Service Provider, IT
80.94.112.0/20 #AS28716 RETELIT-AS Internet Service Provider, IT
80.247.221.0/24 #AS28716 RETELIT-AS Internet Service Provider, IT
164.138.48.0/21 #AS28716 RETELIT-AS Internet Service Provider, IT
185.41.212.0/22 #AS28716 RETELIT-AS Internet Service Provider, IT
185.61.12.0/22 #AS28716 RETELIT-AS Internet Service Provider, IT
185.133.216.0/22 #AS28716 RETELIT-AS Internet Service Provider, IT
185.164.95.0/24 #AS28716 RETELIT-AS Internet Service Provider, IT
193.168.53.0/24 #AS28716 RETELIT-AS Internet Service Provider, IT
193.168.56.0/23 #AS28716 RETELIT-AS Internet Service Provider, IT
193.219.30.0/24 #AS28716 RETELIT-AS Internet Service Provider, IT
212.104.0.0/24 #AS28716 RETELIT-AS Internet Service Provider, IT
212.104.2.0/23 #AS28716 RETELIT-AS Internet Service Provider, IT
212.104.4.0/22 #AS28716 RETELIT-AS Internet Service Provider, IT
212.104.8.0/23 #AS28716 RETELIT-AS Internet Service Provider, IT
212.104.11.0/24 #AS28716 RETELIT-AS Internet Service Provider, IT
212.104.12.0/23 #AS28716 RETELIT-AS Internet Service Provider, IT
212.104.15.0/24 #AS28716 RETELIT-AS Internet Service Provider, IT
212.104.16.0/20 #AS28716 RETELIT-AS Internet Service Provider, IT
212.104.32.0/21 #AS28716 RETELIT-AS Internet Service Provider, IT
212.104.40.0/23 #AS28716 RETELIT-AS Internet Service Provider, IT
212.104.42.0/24 #AS28716 RETELIT-AS Internet Service Provider, IT
212.104.44.0/22 #AS28716 RETELIT-AS Internet Service Provider, IT
212.104.48.0/20 #AS28716 RETELIT-AS Internet Service Provider, IT
213.178.216.0/22 #AS28716 RETELIT-AS Internet Service Provider, IT
213.178.220.0/24 #AS28716 RETELIT-AS Internet Service Provider, IT
217.19.144.0/20 #AS28716 RETELIT-AS Internet Service Provider, IT
31.193.56.0/21 #AS28767 SECSERVIZI-AS, IT
91.240.166.0/23 #AS28791 ASN-CREDITAGRICOLEIT Credit Agricole Italia, IT
185.95.240.0/22 #AS28791 ASN-CREDITAGRICOLEIT Credit Agricole Italia, IT
62.169.32.0/19 #AS28831 PHOENIX-AS Internet Service Provider, IT
185.107.148.0/22 #AS28831 PHOENIX-AS Internet Service Provider, IT
37.77.208.0/20 #AS28929 ASDASD-AS, IT
78.26.64.0/18 #AS28929 ASDASD-AS, IT
94.73.64.0/18 #AS28929 ASDASD-AS, IT
185.29.104.0/22 #AS28929 ASDASD-AS, IT
188.228.128.0/17 #AS28929 ASDASD-AS, IT
193.25.178.0/23 #AS28929 ASDASD-AS, IT
195.47.199.0/24 #AS28929 ASDASD-AS, IT
149.100.172.0/22 #AS28941 NOVANETWORKS, IT
185.103.112.0/22 #AS28941 NOVANETWORKS, IT
85.159.200.0/21 #AS28977 UN-UNLB, IT
193.247.136.0/21 #AS28977 UN-UNLB, IT
195.47.221.0/24 #AS28977 UN-UNLB, IT
185.6.88.0/22 #AS28999 SIPORTAL-AS SSIX-EXCHANGE, IT
185.162.36.0/22 #AS28999 SIPORTAL-AS SSIX-EXCHANGE, IT
217.27.112.0/20 #AS28999 SIPORTAL-AS SSIX-EXCHANGE, IT
217.22.208.0/20 #AS29036 ASN-NOTARTEL, IT
5.43.232.0/21 #AS29050 TERRECABLATE Terrecablate Reti e Servizi S.r.l., IT
93.187.28.0/24 #AS29050 TERRECABLATE Terrecablate Reti e Servizi S.r.l., IT
185.14.76.0/22 #AS29050 TERRECABLATE Terrecablate Reti e Servizi S.r.l., IT
213.243.192.0/18 #AS29050 TERRECABLATE Terrecablate Reti e Servizi S.r.l., IT
195.69.68.0/22 #AS29082 BARTOLINI-AS, IT
62.249.32.0/21 #AS29094 MEDIOLANUM-AS, IT
217.28.112.0/20 #AS29270 TRISKEL-AS, IT
5.61.192.0/21 #AS29286 SKYLOGIC-AS, IT
5.175.64.0/20 #AS29286 SKYLOGIC-AS, IT
37.72.192.0/19 #AS29286 SKYLOGIC-AS, IT
37.72.224.0/24 #AS29286 SKYLOGIC-AS, IT
37.72.240.0/24 #AS29286 SKYLOGIC-AS, IT
37.72.242.0/23 #AS29286 SKYLOGIC-AS, IT
37.72.244.0/22 #AS29286 SKYLOGIC-AS, IT
37.72.249.0/24 #AS29286 SKYLOGIC-AS, IT
37.72.250.0/23 #AS29286 SKYLOGIC-AS, IT
37.72.252.0/22 #AS29286 SKYLOGIC-AS, IT
41.76.84.0/24 #AS29286 SKYLOGIC-AS, IT
41.92.250.0/24 #AS29286 SKYLOGIC-AS, IT
41.138.246.0/24 #AS29286 SKYLOGIC-AS, IT
41.191.117.0/24 #AS29286 SKYLOGIC-AS, IT
41.193.115.0/24 #AS29286 SKYLOGIC-AS, IT
62.202.152.0/21 #AS29286 SKYLOGIC-AS, IT
62.202.160.0/21 #AS29286 SKYLOGIC-AS, IT
62.202.168.0/22 #AS29286 SKYLOGIC-AS, IT
62.202.175.0/24 #AS29286 SKYLOGIC-AS, IT
80.250.32.0/24 #AS29286 SKYLOGIC-AS, IT
80.250.34.0/23 #AS29286 SKYLOGIC-AS, IT
80.250.36.0/22 #AS29286 SKYLOGIC-AS, IT
80.250.40.0/22 #AS29286 SKYLOGIC-AS, IT
80.250.47.0/24 #AS29286 SKYLOGIC-AS, IT
82.205.185.0/24 #AS29286 SKYLOGIC-AS, IT
84.22.64.0/22 #AS29286 SKYLOGIC-AS, IT
84.22.68.0/23 #AS29286 SKYLOGIC-AS, IT
84.22.70.0/24 #AS29286 SKYLOGIC-AS, IT
84.22.72.0/23 #AS29286 SKYLOGIC-AS, IT
84.22.75.0/24 #AS29286 SKYLOGIC-AS, IT
84.22.77.0/24 #AS29286 SKYLOGIC-AS, IT
84.22.79.0/24 #AS29286 SKYLOGIC-AS, IT
84.254.128.0/18 #AS29286 SKYLOGIC-AS, IT
86.107.22.0/24 #AS29286 SKYLOGIC-AS, IT
88.202.0.0/17 #AS29286 SKYLOGIC-AS, IT
91.102.104.0/21 #AS29286 SKYLOGIC-AS, IT
95.210.0.0/16 #AS29286 SKYLOGIC-AS, IT
102.67.168.0/22 #AS29286 SKYLOGIC-AS, IT
102.216.38.0/24 #AS29286 SKYLOGIC-AS, IT
102.222.47.0/24 #AS29286 SKYLOGIC-AS, IT
138.36.147.0/24 #AS29286 SKYLOGIC-AS, IT
154.73.235.0/24 #AS29286 SKYLOGIC-AS, IT
160.242.67.0/24 #AS29286 SKYLOGIC-AS, IT
160.242.69.0/24 #AS29286 SKYLOGIC-AS, IT
160.242.71.0/24 #AS29286 SKYLOGIC-AS, IT
160.242.111.0/24 #AS29286 SKYLOGIC-AS, IT
169.239.42.0/23 #AS29286 SKYLOGIC-AS, IT
169.255.67.0/24 #AS29286 SKYLOGIC-AS, IT
176.227.128.0/20 #AS29286 SKYLOGIC-AS, IT
178.132.56.0/23 #AS29286 SKYLOGIC-AS, IT
178.132.58.0/24 #AS29286 SKYLOGIC-AS, IT
185.3.88.0/22 #AS29286 SKYLOGIC-AS, IT
185.20.148.0/22 #AS29286 SKYLOGIC-AS, IT
196.41.5.0/24 #AS29286 SKYLOGIC-AS, IT
196.200.240.0/20 #AS29286 SKYLOGIC-AS, IT
197.157.196.0/24 #AS29286 SKYLOGIC-AS, IT
197.214.100.0/24 #AS29286 SKYLOGIC-AS, IT
197.234.41.0/24 #AS29286 SKYLOGIC-AS, IT
197.234.42.0/23 #AS29286 SKYLOGIC-AS, IT
197.234.54.0/24 #AS29286 SKYLOGIC-AS, IT
197.234.59.0/24 #AS29286 SKYLOGIC-AS, IT
197.234.61.0/24 #AS29286 SKYLOGIC-AS, IT
200.108.83.0/24 #AS29286 SKYLOGIC-AS, IT
213.175.133.0/24 #AS29286 SKYLOGIC-AS, IT
213.180.225.0/24 #AS29286 SKYLOGIC-AS, IT
213.180.226.0/24 #AS29286 SKYLOGIC-AS, IT
213.180.247.0/24 #AS29286 SKYLOGIC-AS, IT
213.209.160.0/19 #AS29286 SKYLOGIC-AS, IT
217.31.112.0/20 #AS29312 COMUNEMILANO-AS, IT
5.175.48.0/21 #AS29419 ALMAVIVA, IT
213.225.192.0/19 #AS29438 MOMAX-AS, IT
213.225.232.0/23 #AS29438 MOMAX-AS, IT
46.37.224.0/19 #AS29449 IP-TELECOM-AS, IT
82.143.0.0/18 #AS29449 IP-TELECOM-AS, IT
217.76.208.0/20 #AS29598 RAVDA-AS Sistemi informativi e tecnologici - Aosta - Italy, IT
217.77.80.0/20 #AS29609 ITC-AS, IT
2.32.0.0/12 #AS30722 VODAFONE-IT-ASN, IT
5.88.0.0/13 #AS30722 VODAFONE-IT-ASN, IT
5.179.160.0/19 #AS30722 VODAFONE-IT-ASN, IT
31.26.0.0/16 #AS30722 VODAFONE-IT-ASN, IT
31.27.0.0/18 #AS30722 VODAFONE-IT-ASN, IT
31.27.96.0/20 #AS30722 VODAFONE-IT-ASN, IT
31.27.128.0/17 #AS30722 VODAFONE-IT-ASN, IT
31.156.0.0/14 #AS30722 VODAFONE-IT-ASN, IT
37.116.0.0/14 #AS30722 VODAFONE-IT-ASN, IT
37.159.0.0/16 #AS30722 VODAFONE-IT-ASN, IT
37.176.0.0/13 #AS30722 VODAFONE-IT-ASN, IT
47.53.0.0/16 #AS30722 VODAFONE-IT-ASN, IT
83.224.64.0/20 #AS30722 VODAFONE-IT-ASN, IT
83.224.128.0/17 #AS30722 VODAFONE-IT-ASN, IT
83.225.0.0/16 #AS30722 VODAFONE-IT-ASN, IT
91.80.0.0/19 #AS30722 VODAFONE-IT-ASN, IT
91.80.32.0/21 #AS30722 VODAFONE-IT-ASN, IT
91.80.46.0/24 #AS30722 VODAFONE-IT-ASN, IT
91.80.48.0/20 #AS30722 VODAFONE-IT-ASN, IT
91.80.64.0/18 #AS30722 VODAFONE-IT-ASN, IT
91.80.128.0/17 #AS30722 VODAFONE-IT-ASN, IT
91.81.0.0/16 #AS30722 VODAFONE-IT-ASN, IT
93.64.0.0/13 #AS30722 VODAFONE-IT-ASN, IT
93.144.0.0/14 #AS30722 VODAFONE-IT-ASN, IT
93.148.0.0/15 #AS30722 VODAFONE-IT-ASN, IT
93.150.0.0/16 #AS30722 VODAFONE-IT-ASN, IT
93.151.128.0/17 #AS30722 VODAFONE-IT-ASN, IT
94.32.32.0/19 #AS30722 VODAFONE-IT-ASN, IT
95.131.40.0/21 #AS30722 VODAFONE-IT-ASN, IT
109.69.144.0/21 #AS30722 VODAFONE-IT-ASN, IT
109.112.0.0/13 #AS30722 VODAFONE-IT-ASN, IT
130.0.128.0/18 #AS30722 VODAFONE-IT-ASN, IT
130.25.0.0/16 #AS30722 VODAFONE-IT-ASN, IT
134.0.0.0/21 #AS30722 VODAFONE-IT-ASN, IT
176.242.0.0/15 #AS30722 VODAFONE-IT-ASN, IT
176.244.0.0/14 #AS30722 VODAFONE-IT-ASN, IT
188.152.0.0/15 #AS30722 VODAFONE-IT-ASN, IT
188.216.0.0/14 #AS30722 VODAFONE-IT-ASN, IT
193.143.249.0/24 #AS30722 VODAFONE-IT-ASN, IT
193.207.27.0/24 #AS30722 VODAFONE-IT-ASN, IT
194.55.44.0/22 #AS30722 VODAFONE-IT-ASN, IT
212.14.128.0/22 #AS30722 VODAFONE-IT-ASN, IT
212.14.132.0/23 #AS30722 VODAFONE-IT-ASN, IT
212.14.134.0/24 #AS30722 VODAFONE-IT-ASN, IT
212.14.136.0/21 #AS30722 VODAFONE-IT-ASN, IT
212.14.144.0/23 #AS30722 VODAFONE-IT-ASN, IT
212.14.146.0/24 #AS30722 VODAFONE-IT-ASN, IT
212.14.148.0/22 #AS30722 VODAFONE-IT-ASN, IT
212.14.152.0/21 #AS30722 VODAFONE-IT-ASN, IT
212.78.8.0/24 #AS30722 VODAFONE-IT-ASN, IT
5.8.96.0/19 #AS30848 IT-TWT-AS, IT
5.63.168.0/21 #AS30848 IT-TWT-AS, IT
37.148.224.0/21 #AS30848 IT-TWT-AS, IT
45.33.224.0/20 #AS30848 IT-TWT-AS, IT
45.82.201.0/24 #AS30848 IT-TWT-AS, IT
45.83.204.0/24 #AS30848 IT-TWT-AS, IT
45.90.20.0/22 #AS30848 IT-TWT-AS, IT
45.130.116.0/23 #AS30848 IT-TWT-AS, IT
45.131.76.0/23 #AS30848 IT-TWT-AS, IT
45.143.183.0/24 #AS30848 IT-TWT-AS, IT
45.153.172.0/24 #AS30848 IT-TWT-AS, IT
62.100.86.0/23 #AS30848 IT-TWT-AS, IT
77.239.128.0/19 #AS30848 IT-TWT-AS, IT
80.91.58.0/23 #AS30848 IT-TWT-AS, IT
80.91.62.0/23 #AS30848 IT-TWT-AS, IT
80.210.96.0/19 #AS30848 IT-TWT-AS, IT
81.21.16.0/20 #AS30848 IT-TWT-AS, IT
82.97.224.0/20 #AS30848 IT-TWT-AS, IT
82.113.192.0/19 #AS30848 IT-TWT-AS, IT
82.134.192.0/18 #AS30848 IT-TWT-AS, IT
82.145.96.0/23 #AS30848 IT-TWT-AS, IT
82.145.102.0/23 #AS30848 IT-TWT-AS, IT
82.180.32.0/19 #AS30848 IT-TWT-AS, IT
82.192.112.0/21 #AS30848 IT-TWT-AS, IT
83.217.176.0/20 #AS30848 IT-TWT-AS, IT
85.116.128.0/22 #AS30848 IT-TWT-AS, IT
94.185.124.0/22 #AS30848 IT-TWT-AS, IT
95.142.176.0/20 #AS30848 IT-TWT-AS, IT
150.252.224.0/20 #AS30848 IT-TWT-AS, IT
151.248.13.0/24 #AS30848 IT-TWT-AS, IT
158.173.58.0/24 #AS30848 IT-TWT-AS, IT
176.57.112.0/20 #AS30848 IT-TWT-AS, IT
178.236.160.0/20 #AS30848 IT-TWT-AS, IT
178.250.200.0/21 #AS30848 IT-TWT-AS, IT
185.3.108.0/22 #AS30848 IT-TWT-AS, IT
185.9.53.0/24 #AS30848 IT-TWT-AS, IT
185.16.132.0/22 #AS30848 IT-TWT-AS, IT
185.21.72.0/22 #AS30848 IT-TWT-AS, IT
185.25.72.0/22 #AS30848 IT-TWT-AS, IT
185.43.148.0/23 #AS30848 IT-TWT-AS, IT
185.77.160.0/24 #AS30848 IT-TWT-AS, IT
185.77.162.0/23 #AS30848 IT-TWT-AS, IT
185.89.220.0/23 #AS30848 IT-TWT-AS, IT
185.90.68.0/22 #AS30848 IT-TWT-AS, IT
185.97.13.0/24 #AS30848 IT-TWT-AS, IT
185.97.15.0/24 #AS30848 IT-TWT-AS, IT
185.116.62.0/24 #AS30848 IT-TWT-AS, IT
185.135.103.0/24 #AS30848 IT-TWT-AS, IT
185.158.204.0/24 #AS30848 IT-TWT-AS, IT
185.164.94.0/24 #AS30848 IT-TWT-AS, IT
185.169.176.0/22 #AS30848 IT-TWT-AS, IT
185.203.88.0/24 #AS30848 IT-TWT-AS, IT
185.208.136.0/23 #AS30848 IT-TWT-AS, IT
185.208.139.0/24 #AS30848 IT-TWT-AS, IT
185.210.248.0/22 #AS30848 IT-TWT-AS, IT
185.211.12.0/23 #AS30848 IT-TWT-AS, IT
185.250.145.0/24 #AS30848 IT-TWT-AS, IT
193.24.108.0/24 #AS30848 IT-TWT-AS, IT
217.61.160.0/20 #AS30848 IT-TWT-AS, IT
217.196.142.0/23 #AS30848 IT-TWT-AS, IT
5.182.240.0/22 #AS31034 ARUBA-ASN, IT
5.249.128.0/19 #AS31034 ARUBA-ASN, IT
31.11.32.0/21 #AS31034 ARUBA-ASN, IT
31.14.128.0/20 #AS31034 ARUBA-ASN, IT
45.13.120.0/22 #AS31034 ARUBA-ASN, IT
46.37.0.0/19 #AS31034 ARUBA-ASN, IT
62.149.128.0/17 #AS31034 ARUBA-ASN, IT
66.71.128.0/19 #AS31034 ARUBA-ASN, IT
66.71.176.0/21 #AS31034 ARUBA-ASN, IT
74.122.239.0/24 #AS31034 ARUBA-ASN, IT
77.81.224.0/20 #AS31034 ARUBA-ASN, IT
77.223.4.0/22 #AS31034 ARUBA-ASN, IT
80.73.224.0/21 #AS31034 ARUBA-ASN, IT
80.88.80.0/20 #AS31034 ARUBA-ASN, IT
80.211.0.0/17 #AS31034 ARUBA-ASN, IT
80.211.128.0/18 #AS31034 ARUBA-ASN, IT
80.211.224.0/20 #AS31034 ARUBA-ASN, IT
81.27.74.0/24 #AS31034 ARUBA-ASN, IT
85.159.115.0/24 #AS31034 ARUBA-ASN, IT
85.235.128.0/19 #AS31034 ARUBA-ASN, IT
89.36.208.0/22 #AS31034 ARUBA-ASN, IT
89.46.64.0/20 #AS31034 ARUBA-ASN, IT
89.46.104.0/21 #AS31034 ARUBA-ASN, IT
89.46.192.0/21 #AS31034 ARUBA-ASN, IT
93.186.240.0/20 #AS31034 ARUBA-ASN, IT
94.177.160.0/19 #AS31034 ARUBA-ASN, IT
94.177.192.0/19 #AS31034 ARUBA-ASN, IT
95.110.128.0/19 #AS31034 ARUBA-ASN, IT
95.110.160.0/20 #AS31034 ARUBA-ASN, IT
95.110.176.0/22 #AS31034 ARUBA-ASN, IT
95.110.184.0/21 #AS31034 ARUBA-ASN, IT
95.110.192.0/18 #AS31034 ARUBA-ASN, IT
