192.175.48.1/32 #AS58 SSC-299-Z-58 - Shared Services Canada, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS54929 SSA - Structured System Administration Inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
205.200.84.0/24 #AS54937 MACDON-INDUSTRIES-LTD - MacDon Industries Ltd., CA
199.216.150.0/24 #AS54941 NETWORK-01 - St Marys University, CA
199.66.222.0/23 #AS54975 INKBRIDGE - Inkbridge, CA
23.169.32.0/24 #AS54980 RBCOMM-1 - FlexNetworks, CA
45.42.128.0/22 #AS54980 RBCOMM-1 - FlexNetworks, CA
64.203.70.0/23 #AS54980 RBCOMM-1 - FlexNetworks, CA
104.167.254.0/23 #AS54980 RBCOMM-1 - FlexNetworks, CA
104.255.208.0/22 #AS54980 RBCOMM-1 - FlexNetworks, CA
158.51.52.0/22 #AS54980 RBCOMM-1 - FlexNetworks, CA
198.169.254.0/24 #AS54980 RBCOMM-1 - FlexNetworks, CA
23.153.160.0/24 #AS54987 ACTRACK - Actrack Solutions Inc., CA
8.37.238.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
14.0.33.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
14.0.34.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
14.0.36.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
14.0.40.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
14.0.48.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
14.0.52.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
14.0.54.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
14.0.56.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
14.0.79.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
14.0.96.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
14.0.98.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
14.0.112.0/20 #AS54994 ML-1432-54994 - Meteverse Limited., CA
14.128.0.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
14.128.2.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
38.175.42.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
45.116.80.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
61.61.69.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
61.61.163.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
61.110.192.0/20 #AS54994 ML-1432-54994 - Meteverse Limited., CA
61.110.216.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
61.110.240.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
61.110.243.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
61.110.247.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
61.110.250.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
61.110.255.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
63.159.216.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
66.114.51.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
66.114.52.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
66.114.57.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
66.114.58.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
66.114.60.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
67.201.46.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
70.39.188.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
70.39.190.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
91.194.204.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
91.202.200.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
93.188.130.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
93.188.132.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
101.79.144.0/20 #AS54994 ML-1432-54994 - Meteverse Limited., CA
101.79.160.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
101.79.162.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
101.79.165.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
101.79.166.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
101.79.168.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
101.79.170.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
101.79.174.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
101.79.208.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
101.79.216.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
101.79.220.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
101.79.223.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
101.79.228.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
101.79.232.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
101.79.234.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
103.4.201.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
103.4.203.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
103.56.116.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
103.56.118.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
103.248.105.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
103.248.106.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
114.111.52.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
114.111.56.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
114.111.58.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
114.111.61.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
115.127.225.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
115.127.227.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
115.127.228.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
115.127.232.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
115.127.240.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
115.127.244.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
116.193.81.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
116.193.82.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
116.193.85.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
116.193.87.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
118.107.168.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
118.107.172.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
119.31.248.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
119.31.252.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
119.31.254.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.0.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.8.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.10.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.12.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.16.0/20 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.32.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.42.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.44.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.48.0/20 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.68.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.72.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.77.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.78.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.80.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.88.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.91.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.92.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.96.0/19 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.128.0/19 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.160.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.164.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.167.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.170.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.175.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.178.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.181.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.182.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.184.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.192.0/19 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.224.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.232.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.234.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.236.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.240.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.245.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.246.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.248.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.250.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
138.113.254.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
140.150.0.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
140.150.8.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
140.150.11.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
140.150.12.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
140.150.16.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
140.150.18.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
140.150.20.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
140.150.24.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
140.150.32.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
140.150.34.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
140.150.36.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
140.150.38.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
140.150.40.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
146.103.64.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
146.103.68.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
146.103.71.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
146.103.72.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
146.103.80.0/20 #AS54994 ML-1432-54994 - Meteverse Limited., CA
148.222.163.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
148.253.32.0/20 #AS54994 ML-1432-54994 - Meteverse Limited., CA
148.253.48.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
148.253.56.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
148.253.58.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
148.253.60.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
148.253.224.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
148.253.226.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
148.253.228.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
148.253.232.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
148.253.241.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
148.253.244.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
148.253.248.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
151.249.92.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
151.249.94.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.0.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.9.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.10.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.12.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.16.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.24.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.28.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.36.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.40.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.45.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.46.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.48.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.52.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.54.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.56.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.60.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.62.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.64.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.68.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.70.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.73.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.74.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.76.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.78.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.82.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.84.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.88.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.92.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.94.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.103.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.108.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.112.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.120.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.124.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.126.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.128.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.130.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.141.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.142.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.144.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.146.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.148.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.152.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.160.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
153.43.164.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
157.185.128.0/18 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.64.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.66.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.69.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.70.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.72.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.75.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.77.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.80.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.88.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.92.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.94.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.96.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.104.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.109.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.110.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.112.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.124.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.128.0/20 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.144.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.149.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.150.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.152.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.160.0/20 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.176.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.184.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.188.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.190.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.193.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.194.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.196.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.200.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.208.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.216.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.220.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.222.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.224.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.227.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.228.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.232.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.236.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.238.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.240.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.244.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.248.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.250.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.252.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
163.171.255.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
167.179.254.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
168.235.192.0/20 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.0.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.2.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.4.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.8.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.16.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.20.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.25.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.26.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.30.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.38.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.40.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.49.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.54.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.56.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.66.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.70.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.76.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.78.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.80.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.88.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.90.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.92.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.96.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.100.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.102.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.104.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.112.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.116.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.118.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
174.35.120.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
175.41.0.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
175.41.4.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
175.41.6.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
175.41.8.0/21 #AS54994 ML-1432-54994 - Meteverse Limited., CA
185.27.229.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
185.27.230.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
185.119.40.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
194.107.19.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
203.88.160.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
203.88.168.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
203.88.170.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
203.156.101.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
203.168.252.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
208.80.248.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
210.61.180.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
211.43.144.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
211.43.146.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
211.43.148.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
211.43.152.0/22 #AS54994 ML-1432-54994 - Meteverse Limited., CA
211.43.156.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
211.43.158.0/23 #AS54994 ML-1432-54994 - Meteverse Limited., CA
220.242.7.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
220.242.16.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
220.242.187.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
220.242.204.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
220.243.219.0/24 #AS54994 ML-1432-54994 - Meteverse Limited., CA
64.74.54.0/24 #AS55003 COLUMBIA-WIRELESS - Columbia Wireless Inc, CA
69.25.63.0/24 #AS55003 COLUMBIA-WIRELESS - Columbia Wireless Inc, CA
162.210.160.0/21 #AS55003 COLUMBIA-WIRELESS - Columbia Wireless Inc, CA
192.175.48.1/32 #AS55010 SICKKIDS-RLT-AS-01 - The Hospital for Sick Children, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
23.167.224.0/24 #AS55016 IMPER-AS-1 - Imperium Inc., CA
44.31.26.0/24 #AS55016 IMPER-AS-1 - Imperium Inc., CA
44.184.136.0/22 #AS55016 IMPER-AS-1 - Imperium Inc., CA
162.208.88.0/22 #AS55016 IMPER-AS-1 - Imperium Inc., CA
208.44.192.0/24 #AS55016 IMPER-AS-1 - Imperium Inc., CA
69.27.96.0/19 #AS55017 VDC - VDC Virtual Data Corp., CA
104.219.220.0/22 #AS55017 VDC - VDC Virtual Data Corp., CA
192.238.12.0/22 #AS55017 VDC - VDC Virtual Data Corp., CA
192.175.48.1/32 #AS55019 AWARE360 - Aware360, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
205.151.212.0/23 #AS55021 OTTCOLO - ottcolo inc., CA
198.153.76.0/22 #AS55022 QUESYS-AS1 - Quesys Inc., CA
66.159.108.0/22 #AS55053 RACK-AND-DATA - 2267921 ONTARIO LTD, CA
74.116.120.0/22 #AS55053 RACK-AND-DATA - 2267921 ONTARIO LTD, CA
130.12.176.0/22 #AS55053 RACK-AND-DATA - 2267921 ONTARIO LTD, CA
162.219.0.0/21 #AS55053 RACK-AND-DATA - 2267921 ONTARIO LTD, CA
198.96.0.0/24 #AS55053 RACK-AND-DATA - 2267921 ONTARIO LTD, CA
199.127.108.0/24 #AS55053 RACK-AND-DATA - 2267921 ONTARIO LTD, CA
206.126.94.0/24 #AS55053 RACK-AND-DATA - 2267921 ONTARIO LTD, CA
208.92.49.0/24 #AS55053 RACK-AND-DATA - 2267921 ONTARIO LTD, CA
208.92.50.0/24 #AS55053 RACK-AND-DATA - 2267921 ONTARIO LTD, CA
38.76.248.0/23 #AS55066 ESTRUXTURE-BC-B - eStruxture Data Centers Inc., CA
38.87.86.0/24 #AS55066 ESTRUXTURE-BC-B - eStruxture Data Centers Inc., CA
38.96.152.0/24 #AS55066 ESTRUXTURE-BC-B - eStruxture Data Centers Inc., CA
38.96.193.0/24 #AS55066 ESTRUXTURE-BC-B - eStruxture Data Centers Inc., CA
38.97.115.0/24 #AS55066 ESTRUXTURE-BC-B - eStruxture Data Centers Inc., CA
38.128.9.0/24 #AS55066 ESTRUXTURE-BC-B - eStruxture Data Centers Inc., CA
38.128.11.0/24 #AS55066 ESTRUXTURE-BC-B - eStruxture Data Centers Inc., CA
38.186.48.0/20 #AS55066 ESTRUXTURE-BC-B - eStruxture Data Centers Inc., CA
104.194.4.0/24 #AS55066 ESTRUXTURE-BC-B - eStruxture Data Centers Inc., CA
154.50.62.0/24 #AS55066 ESTRUXTURE-BC-B - eStruxture Data Centers Inc., CA
154.50.96.0/24 #AS55066 ESTRUXTURE-BC-B - eStruxture Data Centers Inc., CA
154.51.10.0/23 #AS55066 ESTRUXTURE-BC-B - eStruxture Data Centers Inc., CA
208.82.120.0/24 #AS55066 ESTRUXTURE-BC-B - eStruxture Data Centers Inc., CA
208.82.122.0/23 #AS55066 ESTRUXTURE-BC-B - eStruxture Data Centers Inc., CA
192.175.48.1/32 #AS55073 WPGIX - Winnipeg Internet Exchange WPGIX INC., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55108 CD-AS - CanDeal Group Inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
